,Filename,Label,Prediction1,Prediction3a,Prediction3a_prob,Prediction3b,Prediction3b_prob,Prediction3c,Prediction3c_prob
988,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_164.jpg,Lathrobium,Lathrobium,Ochthephilum,2.7289982e-06,Tetartopeus,5.3171943e-06,Lathrobium,0.9999875
989,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_165.jpg,Lathrobium,Lathrobium,Emus,1.9702451e-05,Neobisnius,0.05132615,Lathrobium,0.9486418
990,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_179.jpg,Lathrobium,Lathrobium,Othius,0.00010634229,Tetartopeus,0.0003669022,Lathrobium,0.99932885
991,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_183.jpg,Lathrobium,Lathrobium,Achenium,2.6572936e-06,Lobrathium,8.090693e-06,Lathrobium,0.99998295
992,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_193.jpg,Lathrobium,Lathrobium,Erichsonius,1.7774431e-06,Tetartopeus,3.249944e-05,Lathrobium,0.999956
993,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_194.jpg,Lathrobium,Lathrobium,Erichsonius,2.3035469e-05,Othius,0.00012726244,Lathrobium,0.99980074
994,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_197.jpg,Lathrobium,Lathrobium,Astenus,6.477549e-07,Tetartopeus,9.4724277e-07,Lathrobium,0.9999968
995,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_198.jpg,Lathrobium,Lathrobium,Lobrathium,1.9667849e-07,Tetartopeus,2.6952239e-06,Lathrobium,0.9999969
996,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_202.jpg,Lathrobium,Lathrobium,Achenium,1.2448496e-07,Tetartopeus,1.7755318e-07,Lathrobium,0.9999993
997,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_205.jpg,Lathrobium,Lathrobium,Othius,1.0961925e-06,Ochthephilum,1.5975324e-06,Lathrobium,0.9999937
998,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_207.jpg,Lathrobium,Lathrobium,Othius,9.177474e-06,Tetartopeus,2.904194e-05,Lathrobium,0.99994004
999,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_210.jpg,Lathrobium,Lathrobium,Scopaeus,7.263928e-07,Tetartopeus,2.622425e-06,Lathrobium,0.999995
1000,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_212.jpg,Lathrobium,Lathrobium,Scopaeus,1.3850346e-06,Tetartopeus,2.2149852e-06,Lathrobium,0.9999931
1001,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_220.jpg,Lathrobium,Lathrobium,Astenus,4.8921544e-07,Tetartopeus,8.368569e-07,Lathrobium,0.9999976
1002,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_221.jpg,Lathrobium,Lathrobium,Tetartopeus,5.19307e-08,Astenus,8.091422e-08,Lathrobium,0.99999976
1003,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_228.jpg,Lathrobium,Lathrobium,Ochthephilum,3.3020342e-07,Tetartopeus,1.9416145e-06,Lathrobium,0.99999654
1004,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_229.jpg,Lathrobium,Lathrobium,Lobrathium,4.1729738e-05,Tetartopeus,7.690279e-05,Lathrobium,0.99984527
1005,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_237.jpg,Lathrobium,Lathrobium,Lobrathium,1.2013309e-05,Tetartopeus,2.3111737e-05,Lathrobium,0.9999323
1006,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_247.jpg,Lathrobium,Lathrobium,Lobrathium,2.0534817e-06,Tetartopeus,0.0001779535,Lathrobium,0.9998142
1007,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_254.jpg,Lathrobium,Lathrobium,Ochthephilum,8.372291e-06,Tetartopeus,2.803453e-05,Lathrobium,0.99996114
1008,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_255.jpg,Lathrobium,Lathrobium,Tetartopeus,2.1774042e-06,Ochthephilum,2.9195118e-05,Lathrobium,0.99996686
1009,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_256.jpg,Lathrobium,Lathrobium,Ocypus,4.3289865e-06,Tetartopeus,1.4354931e-05,Lathrobium,0.9999664
1010,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_259.jpg,Lathrobium,Lathrobium,Ochthephilum,3.3335489e-06,Scopaeus,5.6420704e-06,Lathrobium,0.99998474
1011,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_261.jpg,Lathrobium,Lathrobium,Erichsonius,1.1555853e-06,Othius,3.3884119e-06,Lathrobium,0.9999912
1012,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_263.jpg,Lathrobium,Lathrobium,Phacophallus,9.421957e-07,Tetartopeus,1.6111837e-06,Lathrobium,0.999992
1013,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_266.jpg,Lathrobium,Lathrobium,Tetartopeus,6.515721e-06,Lobrathium,6.278619e-05,Lathrobium,0.9999229
1014,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_270.jpg,Lathrobium,Lathrobium,Tetartopeus,1.0450617e-06,Achenium,1.3209294e-06,Lathrobium,0.99999356
1015,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_29.jpg,Lathrobium,Lathrobium,Achenium,2.0723402e-07,Lobrathium,6.655602e-07,Lathrobium,0.99999857
1016,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_41.jpg,Lathrobium,Lathrobium,Tetartopeus,0.009918235,Ochthephilum,0.37487888,Lathrobium,0.6044382
1017,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_45.jpg,Lathrobium,Ochthephilum,Lobrathium,0.08486432,Lathrobium,0.12652178,Ochthephilum,0.72977
1018,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_46.jpg,Lathrobium,Lathrobium,Erichsonius,6.6480216e-06,Tetartopeus,1.311708e-05,Lathrobium,0.99996376
1019,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_71.jpg,Lathrobium,Lathrobium,Astenus,7.2331804e-06,Ochthephilum,1.7524719e-05,Lathrobium,0.999946
1020,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_72.jpg,Lathrobium,Lathrobium,Othius,2.6388668e-06,Tetartopeus,3.120565e-06,Lathrobium,0.99998903
1021,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_84.jpg,Lathrobium,Lathrobium,Othius,1.7292145e-05,Tetartopeus,5.9990547e-05,Lathrobium,0.99987924
1022,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_86.jpg,Lathrobium,Lathrobium,Lobrathium,1.1879011e-05,Tetartopeus,8.5947766e-05,Lathrobium,0.9998692
1023,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_90.jpg,Lathrobium,Lathrobium,Ochthephilum,1.7576545e-05,Tetartopeus,2.0126005e-05,Lathrobium,0.99995494
1024,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_97.jpg,Lathrobium,Lathrobium,Ocypus,8.0985465e-06,Tetartopeus,1.02837175e-05,Lathrobium,0.9999746
1025,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_98.jpg,Lathrobium,Lathrobium,Othius,2.0536885e-07,Tetartopeus,7.279715e-07,Lathrobium,0.99999833
1026,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium impressum_99.jpg,Lathrobium,Lathrobium,Lobrathium,1.12029e-05,Tetartopeus,0.00021662687,Lathrobium,0.999752
1027,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium pallidum_16.jpg,Lathrobium,Lathrobium,Scopaeus,7.792711e-07,Lobrathium,5.979351e-06,Lathrobium,0.9999926
1028,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium pallidum_20.jpg,Lathrobium,Lathrobium,Othius,1.0929309e-08,Scopaeus,1.2753108e-07,Lathrobium,0.9999999
1029,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium pallidum_25.jpg,Lathrobium,Lathrobium,Scopaeus,1.8735432e-07,Lobrathium,7.564931e-07,Lathrobium,0.9999987
1030,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium pallidum_27.jpg,Lathrobium,Lathrobium,Achenium,2.7759609e-06,Lobrathium,4.5163888e-05,Lathrobium,0.9999467
1031,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium pallidum_31.jpg,Lathrobium,Lathrobium,Achenium,3.8805706e-06,Lobrathium,6.483282e-06,Lathrobium,0.9999882
1032,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium pallidum_33.jpg,Lathrobium,Lathrobium,Tetartopeus,4.0450163e-06,Lobrathium,0.00027751274,Lathrobium,0.9997111
1033,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium pallidum_39.jpg,Lathrobium,Lathrobium,Achenium,0.0010554943,Lobrathium,0.20888689,Lathrobium,0.7888137
1034,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium pallidum_6.jpg,Lathrobium,Lathrobium,Scopaeus,1.4536607e-06,Lobrathium,1.8787017e-05,Lathrobium,0.9999788
1035,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium pallidum_7.jpg,Lathrobium,Lathrobium,Achenium,3.958006e-05,Lobrathium,0.00081325584,Lathrobium,0.9991411
1036,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_103.jpg,Lathrobium,Lathrobium,Platydracus,7.7808956e-08,Othius,1.17233164e-07,Lathrobium,0.99999976
1037,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_12.jpg,Lathrobium,Lathrobium,Othius,1.043427e-07,Platydracus,4.3927153e-07,Lathrobium,0.9999993
1038,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_16.jpg,Lathrobium,Lathrobium,Tetartopeus,7.2577036e-06,Staphylinus,2.1248248e-05,Lathrobium,0.9999479
1039,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_23.jpg,Lathrobium,Lathrobium,Nudobius,0.00033792979,Lobrathium,0.00092136086,Lathrobium,0.99842584
1040,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_37.jpg,Lathrobium,Lathrobium,Othius,3.0353017e-06,Lobrathium,3.2954144e-06,Lathrobium,0.99999094
1041,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_42.jpg,Lathrobium,Lathrobium,Platydracus,1.1529e-06,Othius,1.3779629e-06,Lathrobium,0.99999547
1042,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_45.jpg,Lathrobium,Lathrobium,Ochthephilum,8.462224e-05,Lobrathium,0.00076941383,Lathrobium,0.99902415
1043,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_47.jpg,Lathrobium,Lathrobium,Lobrathium,7.2956715e-07,Nudobius,1.6225998e-06,Lathrobium,0.99999535
1044,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_48.jpg,Lathrobium,Lathrobium,Othius,9.143882e-06,Lobrathium,5.0328017e-05,Lathrobium,0.9999219
1045,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_52.jpg,Lathrobium,Lathrobium,Tetartopeus,1.0997617e-06,Lobrathium,6.1123083e-06,Lathrobium,0.9999914
1046,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_53.jpg,Lathrobium,Lathrobium,Platydracus,3.6195555e-08,Gauropterus,5.309461e-07,Lathrobium,0.9999994
1047,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_54.jpg,Lathrobium,Lathrobium,Othius,1.14717224e-07,Platydracus,1.832138e-07,Lathrobium,0.9999993
1048,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_56.jpg,Lathrobium,Lathrobium,Gauropterus,2.0302346e-06,Nudobius,4.353201e-06,Lathrobium,0.9999844
1049,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_64.jpg,Lathrobium,Lathrobium,Achenium,1.6626217e-07,Tetartopeus,1.7729144e-07,Lathrobium,0.9999993
1050,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_69.jpg,Lathrobium,Lathrobium,Lobrathium,4.0893232e-07,Tetartopeus,1.5057682e-06,Lathrobium,0.9999969
1051,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_70.jpg,Lathrobium,Lathrobium,Tetartopeus,1.8877183e-06,Staphylinus,2.1224228e-06,Lathrobium,0.9999893
1052,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_71.jpg,Lathrobium,Lobrathium,Tetartopeus,0.0018042724,Lathrobium,0.012639455,Lobrathium,0.9852051
1053,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_72.jpg,Lathrobium,Lathrobium,Achenium,5.319344e-07,Lobrathium,2.7606675e-06,Lathrobium,0.99999547
1054,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_74.jpg,Lathrobium,Lathrobium,Staphylinus,3.5778785e-06,Othius,1.8398638e-05,Lathrobium,0.9999604
1055,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_79.jpg,Lathrobium,Lathrobium,Staphylinus,7.825321e-06,Platydracus,9.816584e-06,Lathrobium,0.9999604
1056,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_89.jpg,Lathrobium,Lathrobium,Astenus,3.8715343e-06,Tetartopeus,1.4954727e-05,Lathrobium,0.9999696
1057,images_genus_shuffled_aspect_416/Lathrobium/Lathrobium rufipenne_91.jpg,Lathrobium,Lathrobium,Platydracus,3.379088e-07,Tetartopeus,3.5615173e-07,Lathrobium,0.9999981
1058,images_genus_shuffled_aspect_416/Remus/Remus sericeus_102.jpg,Remus,Remus,Cafius,5.895598e-06,Neobisnius,0.00012843522,Remus,0.99986553
1059,images_genus_shuffled_aspect_416/Remus/Remus sericeus_103.jpg,Remus,Remus,Erichsonius,1.5987869e-09,Neobisnius,2.3104628e-08,Remus,1.0
1060,images_genus_shuffled_aspect_416/Remus/Remus sericeus_106.jpg,Remus,Remus,Cafius,2.6470787e-05,Neobisnius,0.00010684263,Remus,0.9998398
1061,images_genus_shuffled_aspect_416/Remus/Remus sericeus_111.jpg,Remus,Remus,Erichsonius,1.7707708e-09,Neobisnius,1.1978613e-06,Remus,0.9999988
1062,images_genus_shuffled_aspect_416/Remus/Remus sericeus_118.jpg,Remus,Remus,Gyrohypnus,4.3652094e-06,Neobisnius,3.8325055e-05,Remus,0.99995637
1063,images_genus_shuffled_aspect_416/Remus/Remus sericeus_12.jpg,Remus,Remus,Erichsonius,1.1361361e-06,Neobisnius,5.266442e-06,Remus,0.99999356
1064,images_genus_shuffled_aspect_416/Remus/Remus sericeus_121.jpg,Remus,Remus,Cafius,0.00011107268,Neobisnius,0.0002643669,Remus,0.9996138
1065,images_genus_shuffled_aspect_416/Remus/Remus sericeus_122.jpg,Remus,Remus,Erichsonius,3.660495e-06,Neobisnius,8.4989784e-05,Remus,0.9999082
1066,images_genus_shuffled_aspect_416/Remus/Remus sericeus_123.jpg,Remus,Remus,Erichsonius,9.8789285e-05,Neobisnius,0.00076239527,Remus,0.9991272
1067,images_genus_shuffled_aspect_416/Remus/Remus sericeus_20.jpg,Remus,Remus,Erichsonius,1.4743833e-06,Neobisnius,2.9680298e-06,Remus,0.99999547
1068,images_genus_shuffled_aspect_416/Remus/Remus sericeus_23.jpg,Remus,Remus,Neobisnius,5.2564246e-06,Cafius,5.774347e-06,Remus,0.99998736
1069,images_genus_shuffled_aspect_416/Remus/Remus sericeus_25.jpg,Remus,Remus,Neobisnius,4.4415527e-05,Erichsonius,6.405395e-05,Remus,0.9998872
1070,images_genus_shuffled_aspect_416/Remus/Remus sericeus_27.jpg,Remus,Remus,Erichsonius,6.602303e-06,Neobisnius,0.00025766203,Remus,0.9997358
1071,images_genus_shuffled_aspect_416/Remus/Remus sericeus_32.jpg,Remus,Remus,Erichsonius,8.3642084e-07,Neobisnius,0.0002803545,Remus,0.9997187
1072,images_genus_shuffled_aspect_416/Remus/Remus sericeus_35.jpg,Remus,Remus,Cafius,5.150618e-10,Neobisnius,7.5190265e-08,Remus,0.9999999
1073,images_genus_shuffled_aspect_416/Remus/Remus sericeus_44.jpg,Remus,Remus,Neobisnius,1.4794803e-06,Gyrohypnus,3.1089874e-06,Remus,0.9999951
1074,images_genus_shuffled_aspect_416/Remus/Remus sericeus_47.jpg,Remus,Remus,Cafius,7.3897546e-08,Neobisnius,5.75729e-07,Remus,0.9999994
1075,images_genus_shuffled_aspect_416/Remus/Remus sericeus_60.jpg,Remus,Remus,Cafius,1.1175482e-07,Neobisnius,4.20415e-07,Remus,0.9999995
1076,images_genus_shuffled_aspect_416/Remus/Remus sericeus_65.jpg,Remus,Remus,Gyrohypnus,8.468956e-09,Neobisnius,1.7381496e-06,Remus,0.9999982
1077,images_genus_shuffled_aspect_416/Remus/Remus sericeus_68.jpg,Remus,Remus,Erichsonius,6.2236273e-07,Neobisnius,6.133196e-05,Remus,0.9999378
1078,images_genus_shuffled_aspect_416/Remus/Remus sericeus_70.jpg,Remus,Remus,Neobisnius,1.0003762e-06,Cafius,8.732325e-06,Remus,0.9999901
1079,images_genus_shuffled_aspect_416/Remus/Remus sericeus_80.jpg,Remus,Remus,Gyrohypnus,6.00034e-08,Cafius,9.465246e-08,Remus,0.99999976
1080,images_genus_shuffled_aspect_416/Remus/Remus sericeus_89.jpg,Remus,Remus,Gyrohypnus,7.974424e-08,Neobisnius,7.208343e-07,Remus,0.99999917
1081,images_genus_shuffled_aspect_416/Remus/Remus sericeus_96.jpg,Remus,Remus,Erichsonius,2.1871261e-05,Neobisnius,5.9888323e-05,Remus,0.99991715
1082,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_10.jpg,Philonthus,Philonthus,Cafius,1.3074658e-06,Bisnius,2.8367576e-05,Philonthus,0.9999683
1083,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_11.jpg,Philonthus,Philonthus,Cafius,3.3803466e-05,Bisnius,0.0020135175,Philonthus,0.9979482
1084,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_12.jpg,Philonthus,Philonthus,Bisnius,2.1174114e-06,Cafius,2.2303875e-06,Philonthus,0.9999943
1085,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_15.jpg,Philonthus,Philonthus,Cafius,3.0205802e-06,Bisnius,0.0014533171,Philonthus,0.99854326
1086,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_18.jpg,Philonthus,Philonthus,Cafius,3.697979e-06,Bisnius,5.870946e-05,Philonthus,0.99993587
1087,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_21.jpg,Philonthus,Philonthus,Acylophorus,0.00048935355,Euryporus,0.00064787513,Philonthus,0.99804175
1088,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_26.jpg,Philonthus,Philonthus,Quedius,1.6704387e-06,Bisnius,5.429141e-06,Philonthus,0.9999896
1089,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_27.jpg,Philonthus,Philonthus,Cafius,1.6208319e-06,Ocypus,3.849487e-05,Philonthus,0.99995613
1090,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_28.jpg,Philonthus,Philonthus,Ocypus,3.1604126e-05,Cafius,0.000107281536,Philonthus,0.9998481
1091,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_41.jpg,Philonthus,Philonthus,Cafius,1.579303e-05,Ocypus,0.00014126861,Philonthus,0.9998062
1092,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_49.jpg,Philonthus,Philonthus,Ocypus,8.421015e-06,Cafius,3.1681928e-05,Philonthus,0.9999542
1093,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_52.jpg,Philonthus,Philonthus,Ocypus,7.77632e-07,Bisnius,4.3638115e-06,Philonthus,0.9999927
1094,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_66.jpg,Philonthus,Philonthus,Bisnius,4.891049e-06,Cafius,1.2038447e-05,Philonthus,0.9999713
1095,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_75.jpg,Philonthus,Philonthus,Cafius,4.0932954e-07,Bisnius,3.2588491e-06,Philonthus,0.99999595
1096,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_86.jpg,Philonthus,Philonthus,Cafius,5.013519e-07,Bisnius,4.784864e-05,Philonthus,0.99995136
1097,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_88.jpg,Philonthus,Philonthus,Euryporus,1.1517795e-06,Bisnius,6.373893e-06,Philonthus,0.999992
1098,images_genus_shuffled_aspect_416/Philonthus/Philonthus addendus_9.jpg,Philonthus,Philonthus,Cafius,0.00015821595,Bisnius,0.0003495746,Philonthus,0.9994823
1099,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_104.jpg,Philonthus,Philonthus,Heterothops,1.8948576e-05,Bisnius,1.9289348e-05,Philonthus,0.99995744
1100,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_105.jpg,Philonthus,Philonthus,Gabrius,0.00010625069,Heterothops,0.00055133464,Philonthus,0.99922836
1101,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_107.jpg,Philonthus,Philonthus,Heterothops,1.2940827e-06,Bisnius,3.310592e-05,Philonthus,0.9999651
1102,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_118.jpg,Philonthus,Philonthus,Cafius,1.4402647e-06,Bisnius,2.868394e-05,Philonthus,0.9999676
1103,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_119.jpg,Philonthus,Philonthus,Bisnius,4.4589728e-05,Heterothops,0.0007060599,Philonthus,0.99922144
1104,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_123.jpg,Philonthus,Philonthus,Heterothops,2.830092e-06,Bisnius,0.00097062247,Philonthus,0.9990244
1105,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_131.jpg,Philonthus,Philonthus,Gabrius,1.7297154e-06,Heterothops,1.5063578e-05,Philonthus,0.9999807
1106,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_134.jpg,Philonthus,Philonthus,Gabrius,0.00022681321,Heterothops,0.007907101,Philonthus,0.9917727
1107,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_139.jpg,Philonthus,Philonthus,Cafius,1.112976e-06,Bisnius,2.6507723e-05,Philonthus,0.9999715
1108,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_140.jpg,Philonthus,Philonthus,Bisnius,1.9527808e-06,Gabrius,4.3122805e-06,Philonthus,0.9999927
1109,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_17.jpg,Philonthus,Philonthus,Heterothops,7.028154e-06,Bisnius,0.0006838614,Philonthus,0.9993048
1110,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_21.jpg,Philonthus,Philonthus,Bisnius,2.7999426e-05,Heterothops,0.00078256556,Philonthus,0.99917006
1111,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_23.jpg,Philonthus,Philonthus,Bisnius,5.867856e-05,Heterothops,0.020774452,Philonthus,0.97912264
1112,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_26.jpg,Philonthus,Philonthus,Bisnius,3.5325813e-06,Heterothops,6.669469e-06,Philonthus,0.999987
1113,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_27.jpg,Philonthus,Philonthus,Gabrius,0.0029770893,Heterothops,0.024715599,Philonthus,0.97196805
1114,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_35.jpg,Philonthus,Philonthus,Heterothops,6.011117e-07,Bisnius,8.990705e-06,Philonthus,0.9999902
1115,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_41.jpg,Philonthus,Philonthus,Bisnius,0.0011071546,Pseudomedon,0.0034413494,Philonthus,0.9946515
1116,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_46.jpg,Philonthus,Philonthus,Rugilus,6.685338e-05,Bisnius,0.0021332218,Philonthus,0.99779356
1117,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_47.jpg,Philonthus,Philonthus,Acylophorus,1.5147095e-05,Bisnius,0.00011606954,Philonthus,0.99984956
1118,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_51.jpg,Philonthus,Philonthus,Gabrius,7.153393e-05,Heterothops,0.019856252,Philonthus,0.97999156
1119,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_55.jpg,Philonthus,Philonthus,Quedius,1.956616e-05,Bisnius,0.00016374409,Philonthus,0.99979705
1120,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_56.jpg,Philonthus,Philonthus,Gabrius,1.5427806e-05,Heterothops,0.00020268302,Philonthus,0.9997749
1121,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_63.jpg,Philonthus,Philonthus,Heterothops,1.7862685e-06,Bisnius,2.120592e-05,Philonthus,0.99997365
1122,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_64.jpg,Philonthus,Philonthus,Heterothops,3.472556e-06,Bisnius,3.5273944e-05,Philonthus,0.99995995
1123,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_76.jpg,Philonthus,Philonthus,Heterothops,8.530956e-06,Bisnius,0.006575501,Philonthus,0.9934157
1124,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_80.jpg,Philonthus,Philonthus,Heterothops,0.00020925132,Bisnius,0.00034148962,Philonthus,0.99944776
1125,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_88.jpg,Philonthus,Philonthus,Acylophorus,0.0005348782,Heterothops,0.0009156043,Philonthus,0.99847585
1126,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_91.jpg,Philonthus,Philonthus,Heterothops,0.00043083815,Bisnius,0.0014177291,Philonthus,0.9977773
1127,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_95.jpg,Philonthus,Philonthus,Heterothops,2.592781e-07,Bisnius,2.1753429e-05,Philonthus,0.9999777
1128,images_genus_shuffled_aspect_416/Philonthus/Philonthus albipes_97.jpg,Philonthus,Philonthus,Cafius,1.8849023e-06,Bisnius,6.930083e-05,Philonthus,0.9999269
1129,images_genus_shuffled_aspect_416/Philonthus/Philonthus alpinus_13.jpg,Philonthus,Philonthus,Heterothops,0.00036996423,Bisnius,0.0010082406,Philonthus,0.99858403
1130,images_genus_shuffled_aspect_416/Philonthus/Philonthus alpinus_15.jpg,Philonthus,Philonthus,Gabrius,0.004177933,Bisnius,0.006810939,Philonthus,0.9887871
1131,images_genus_shuffled_aspect_416/Philonthus/Philonthus alpinus_16.jpg,Philonthus,Philonthus,Bisnius,3.3378466e-05,Heterothops,5.1847725e-05,Philonthus,0.99991274
1132,images_genus_shuffled_aspect_416/Philonthus/Philonthus alpinus_3.jpg,Philonthus,Philonthus,Acylophorus,0.036481395,Heterothops,0.21071942,Philonthus,0.75084436
1133,images_genus_shuffled_aspect_416/Philonthus/Philonthus atratus_103.jpg,Philonthus,Philonthus,Ocypus,3.5413248e-06,Cafius,3.5682304e-05,Philonthus,0.9999547
1134,images_genus_shuffled_aspect_416/Philonthus/Philonthus atratus_108.jpg,Philonthus,Philonthus,Acylophorus,0.0001441129,Tasgius,0.00021514329,Philonthus,0.9993974
