,Filename,Prediction1,Prediction3
808,images_genus/Lathrobium/Lathrobium brunnipes_52.jpg,Lathrobium,"[('Ochthephilum', 0.06779597), ('Gabrius', 0.42924103), ('Lathrobium', 0.4708732)]"
809,images_genus/Lathrobium/Lathrobium brunnipes_53.jpg,Lathrobium,"[('Atrecus', 0.121058695), ('Lobrathium', 0.1486261), ('Lathrobium', 0.70853233)]"
810,images_genus/Lathrobium/Lathrobium brunnipes_54.jpg,Lathrobium,"[('Othius', 0.003024071), ('Xantholinus', 0.0036847403), ('Lathrobium', 0.98722863)]"
811,images_genus/Lathrobium/Lathrobium brunnipes_55.jpg,Lathrobium,"[('Xantholinus', 0.00012512703), ('Achenium', 0.00079293235), ('Lathrobium', 0.9987469)]"
812,images_genus/Lathrobium/Lathrobium brunnipes_56.jpg,Lathrobium,"[('Achenium', 4.800251e-05), ('Ochthephilum', 0.00029274516), ('Lathrobium', 0.99954754)]"
813,images_genus/Lathrobium/Lathrobium brunnipes_57.jpg,Lathrobium,"[('Ocypus', 8.636751e-06), ('Achenium', 1.4931097e-05), ('Lathrobium', 0.9999703)]"
814,images_genus/Lathrobium/Lathrobium brunnipes_58.jpg,Lathrobium,"[('Othius', 1.1831322e-05), ('Ochthephilum', 0.00023809145), ('Lathrobium', 0.99972516)]"
815,images_genus/Lathrobium/Lathrobium brunnipes_59.jpg,Lathrobium,"[('Tetartopeus', 0.012592339), ('Lobrathium', 0.074254185), ('Lathrobium', 0.9061385)]"
816,images_genus/Lathrobium/Lathrobium brunnipes_60.jpg,Lathrobium,"[('Achenium', 3.420929e-05), ('Ochthephilum', 0.00011816255), ('Lathrobium', 0.9997807)]"
817,images_genus/Lathrobium/Lathrobium brunnipes_61.jpg,Lathrobium,"[('Platydracus', 0.0117361685), ('Ocypus', 0.07998888), ('Lathrobium', 0.88064003)]"
818,images_genus/Lathrobium/Lathrobium brunnipes_62.jpg,Lathrobium,"[('Othius', 0.00034912667), ('Achenium', 0.0003904984), ('Lathrobium', 0.9990017)]"
819,images_genus/Lathrobium/Lathrobium brunnipes_63.jpg,Lathrobium,"[('Ocypus', 1.0074838e-05), ('Achenium', 0.00034720724), ('Lathrobium', 0.9996013)]"
820,images_genus/Lathrobium/Lathrobium brunnipes_64.jpg,Lathrobium,"[('Achenium', 0.0015671242), ('Tasgius', 0.004136285), ('Lathrobium', 0.9906623)]"
821,images_genus/Lathrobium/Lathrobium brunnipes_65.jpg,Lathrobium,"[('Ocypus', 0.0028205053), ('Tetartopeus', 0.0040570353), ('Lathrobium', 0.99243367)]"
822,images_genus/Lathrobium/Lathrobium brunnipes_66.jpg,Lathrobium,"[('Lobrathium', 0.0049942257), ('Achenium', 0.02488087), ('Lathrobium', 0.9687083)]"
823,images_genus/Lathrobium/Lathrobium brunnipes_67.jpg,Lathrobium,"[('Achenium', 0.00021120848), ('Lobrathium', 0.0011101728), ('Lathrobium', 0.99817514)]"
824,images_genus/Lathrobium/Lathrobium brunnipes_68.jpg,Lathrobium,"[('Ocypus', 1.5099391e-05), ('Ochthephilum', 3.403966e-05), ('Lathrobium', 0.9999281)]"
825,images_genus/Lathrobium/Lathrobium brunnipes_69.jpg,Lathrobium,"[('Tasgius', 0.0043959613), ('Ocypus', 0.0057919603), ('Lathrobium', 0.9862168)]"
826,images_genus/Lathrobium/Lathrobium brunnipes_70.jpg,Lathrobium,"[('Ocypus', 5.973799e-05), ('Tasgius', 7.6457225e-05), ('Lathrobium', 0.99970216)]"
827,images_genus/Lathrobium/Lathrobium brunnipes_71.jpg,Lathrobium,"[('Ocypus', 0.024173934), ('Tetartopeus', 0.07405937), ('Lathrobium', 0.89297014)]"
828,images_genus/Lathrobium/Lathrobium brunnipes_72.jpg,Lathrobium,"[('Lobrathium', 0.0005892579), ('Tetartopeus', 0.003043647), ('Lathrobium', 0.9960129)]"
829,images_genus/Lathrobium/Lathrobium brunnipes_73.jpg,Lathrobium,"[('Gyrohypnus', 0.0011491858), ('Xantholinus', 0.012029068), ('Lathrobium', 0.98522943)]"
830,images_genus/Lathrobium/Lathrobium brunnipes_74.jpg,Lathrobium,"[('Ocypus', 0.019032095), ('Achenium', 0.105681635), ('Lathrobium', 0.8440421)]"
831,images_genus/Lathrobium/Lathrobium brunnipes_75.jpg,Lathrobium,"[('Ocypus', 0.00010815782), ('Ochthephilum', 0.0005898829), ('Lathrobium', 0.9991658)]"
832,images_genus/Lathrobium/Lathrobium brunnipes_76.jpg,Lathrobium,"[('Tetartopeus', 2.5934263e-05), ('Ochthephilum', 0.0002826001), ('Lathrobium', 0.9996592)]"
833,images_genus/Lathrobium/Lathrobium brunnipes_77.jpg,Lathrobium,"[('Tetartopeus', 3.2733897e-05), ('Achenium', 0.00036157246), ('Lathrobium', 0.9995684)]"
834,images_genus/Lathrobium/Lathrobium brunnipes_78.jpg,Lathrobium,"[('Tasgius', 9.163606e-06), ('Ochthephilum', 0.004932534), ('Lathrobium', 0.9950423)]"
835,images_genus/Lathrobium/Lathrobium brunnipes_79.jpg,Lathrobium,"[('Achenium', 0.00011177698), ('Tetartopeus', 0.007271165), ('Lathrobium', 0.9924913)]"
836,images_genus/Lathrobium/Lathrobium brunnipes_80.jpg,Lathrobium,"[('Gauropterus', 1.14028035e-05), ('Xantholinus', 3.7887352e-05), ('Lathrobium', 0.99992335)]"
837,images_genus/Lathrobium/Lathrobium brunnipes_81.jpg,Lathrobium,"[('Ocypus', 3.641918e-07), ('Ochthephilum', 0.00017085476), ('Lathrobium', 0.9998276)]"
838,images_genus/Lathrobium/Lathrobium brunnipes_82.jpg,Lathrobium,"[('Achenium', 0.000312945), ('Tetartopeus', 0.0066767363), ('Lathrobium', 0.9928329)]"
839,images_genus/Lathrobium/Lathrobium brunnipes_83.jpg,Lathrobium,"[('Ocypus', 0.00010734149), ('Ochthephilum', 0.0011062986), ('Lathrobium', 0.9986492)]"
840,images_genus/Lathrobium/Lathrobium brunnipes_84.jpg,Lathrobium,"[('Tasgius', 4.214576e-06), ('Achenium', 5.083555e-06), ('Lathrobium', 0.999984)]"
841,images_genus/Lathrobium/Lathrobium brunnipes_85.jpg,Lathrobium,"[('Platydracus', 2.0154798e-06), ('Ochthephilum', 0.0012791313), ('Lathrobium', 0.9987147)]"
842,images_genus/Lathrobium/Lathrobium brunnipes_86.jpg,Lathrobium,"[('Ocypus', 7.901199e-05), ('Achenium', 0.0010485548), ('Lathrobium', 0.9986338)]"
843,images_genus/Lathrobium/Lathrobium dilutum_1.jpg,Lathrobium,"[('Lobrathium', 0.00020679386), ('Achenium', 0.0002463131), ('Lathrobium', 0.9993722)]"
844,images_genus/Lathrobium/Lathrobium dilutum_2.jpg,Lathrobium,"[('Lobrathium', 0.006669916), ('Othius', 0.0074082236), ('Lathrobium', 0.9810035)]"
845,images_genus/Lathrobium/Lathrobium elongatum_24.jpg,Lathrobium,"[('Ochthephilum', 0.0014301969), ('Lobrathium', 0.002102872), ('Lathrobium', 0.9947167)]"
846,images_genus/Lathrobium/Lathrobium elongatum_25.jpg,Lathrobium,"[('Astenus', 5.9029302e-05), ('Ochthephilum', 7.975445e-05), ('Lathrobium', 0.99977666)]"
847,images_genus/Lathrobium/Lathrobium elongatum_26.jpg,Lathrobium,"[('Tetartopeus', 0.0002061899), ('Gauropterus', 0.00029934806), ('Lathrobium', 0.99894243)]"
848,images_genus/Lathrobium/Lathrobium elongatum_27.jpg,Lathrobium,"[('Platydracus', 1.5912457e-05), ('Gauropterus', 4.603061e-05), ('Lathrobium', 0.99990106)]"
849,images_genus/Lathrobium/Lathrobium elongatum_28.jpg,Lathrobium,"[('Nudobius', 4.942578e-06), ('Gauropterus', 0.00011431463), ('Lathrobium', 0.9998772)]"
850,images_genus/Lathrobium/Lathrobium elongatum_29.jpg,Lathrobium,"[('Platydracus', 1.9897758e-05), ('Ochthephilum', 6.985986e-05), ('Lathrobium', 0.9998474)]"
851,images_genus/Lathrobium/Lathrobium elongatum_30.jpg,Lathrobium,"[('Othius', 0.002862401), ('Gauropterus', 0.0058125425), ('Lathrobium', 0.9887186)]"
852,images_genus/Lathrobium/Lathrobium elongatum_31.jpg,Lobrathium,"[('Lathrobium', 0.043075666), ('Atrecus', 0.44522512), ('Lobrathium', 0.48473856)]"
853,images_genus/Lathrobium/Lathrobium elongatum_32.jpg,Lathrobium,"[('Nudobius', 0.00011716256), ('Gauropterus', 0.0001343866), ('Lathrobium', 0.9997305)]"
854,images_genus/Lathrobium/Lathrobium elongatum_33.jpg,Lathrobium,"[('Platydracus', 1.8838608e-05), ('Gauropterus', 1.9250092e-05), ('Lathrobium', 0.9999422)]"
855,images_genus/Lathrobium/Lathrobium elongatum_34.jpg,Lathrobium,"[('Philonthus', 0.014410281), ('Achenium', 0.32921305), ('Lathrobium', 0.6025615)]"
856,images_genus/Lathrobium/Lathrobium elongatum_35.jpg,Lathrobium,"[('Gauropterus', 3.735958e-05), ('Achenium', 0.00035218606), ('Lathrobium', 0.99950445)]"
857,images_genus/Lathrobium/Lathrobium elongatum_36.jpg,Lathrobium,"[('Paederidus', 2.4098536e-06), ('Gauropterus', 0.00017506331), ('Lathrobium', 0.9998141)]"
858,images_genus/Lathrobium/Lathrobium elongatum_37.jpg,Lathrobium,"[('Othius', 0.00015177751), ('Achenium', 0.0008357681), ('Lathrobium', 0.9987808)]"
859,images_genus/Lathrobium/Lathrobium elongatum_38.jpg,Lathrobium,"[('Ochthephilum', 1.8925092e-06), ('Achenium', 1.553213e-05), ('Lathrobium', 0.99997675)]"
860,images_genus/Lathrobium/Lathrobium elongatum_39.jpg,Lathrobium,"[('Paederus', 0.00038909662), ('Tetartopeus', 0.00040460424), ('Lathrobium', 0.9991591)]"
861,images_genus/Lathrobium/Lathrobium elongatum_40.jpg,Lathrobium,"[('Megalinus', 0.00015551942), ('Gauropterus', 0.012632876), ('Lathrobium', 0.9866251)]"
862,images_genus/Lathrobium/Lathrobium elongatum_41.jpg,Lathrobium,"[('Philonthus', 0.020678591), ('Gauropterus', 0.030516356), ('Lathrobium', 0.9448895)]"
863,images_genus/Lathrobium/Lathrobium elongatum_42.jpg,Lathrobium,"[('Nudobius', 2.4598383e-05), ('Gauropterus', 0.00011863546), ('Lathrobium', 0.9998191)]"
864,images_genus/Lathrobium/Lathrobium elongatum_43.jpg,Lathrobium,"[('Lobrathium', 3.2373966e-05), ('Nudobius', 3.283114e-05), ('Lathrobium', 0.99989486)]"
865,images_genus/Lathrobium/Lathrobium elongatum_44.jpg,Lathrobium,"[('Tetartopeus', 0.00012111543), ('Lobrathium', 0.0033128492), ('Lathrobium', 0.9965042)]"
866,images_genus/Lathrobium/Lathrobium elongatum_45.jpg,Lathrobium,"[('Achenium', 1.3231067e-06), ('Gauropterus', 2.2541453e-06), ('Lathrobium', 0.99999547)]"
867,images_genus/Lathrobium/Lathrobium elongatum_46.jpg,Lathrobium,"[('Tetartopeus', 5.073374e-07), ('Gauropterus', 1.2500481e-06), ('Lathrobium', 0.9999976)]"
868,images_genus/Lathrobium/Lathrobium elongatum_47.jpg,Lathrobium,"[('Paederidus', 0.0002883113), ('Gauropterus', 0.0007746669), ('Lathrobium', 0.9988072)]"
869,images_genus/Lathrobium/Lathrobium elongatum_48.jpg,Lathrobium,"[('Achenium', 4.0105206e-05), ('Tetartopeus', 5.0015897e-05), ('Lathrobium', 0.99985695)]"
870,images_genus/Lathrobium/Lathrobium elongatum_49.jpg,Lathrobium,"[('Paederidus', 7.848231e-05), ('Gauropterus', 0.019493112), ('Lathrobium', 0.9803454)]"
871,images_genus/Lathrobium/Lathrobium elongatum_50.jpg,Lathrobium,"[('Achenium', 1.8961846e-05), ('Paederus', 5.2489017e-05), ('Lathrobium', 0.9999175)]"
872,images_genus/Lathrobium/Lathrobium elongatum_51.jpg,Lathrobium,"[('Achenium', 2.397398e-05), ('Gauropterus', 0.00045241884), ('Lathrobium', 0.99944204)]"
873,images_genus/Lathrobium/Lathrobium elongatum_52.jpg,Lathrobium,"[('Lobrathium', 3.7703776e-05), ('Gauropterus', 0.00062311813), ('Lathrobium', 0.9992466)]"
874,images_genus/Lathrobium/Lathrobium elongatum_53.jpg,Lathrobium,"[('Othius', 1.347053e-06), ('Gauropterus', 1.6853626e-05), ('Lathrobium', 0.99997914)]"
875,images_genus/Lathrobium/Lathrobium elongatum_54.jpg,Lathrobium,"[('Gauropterus', 2.3200648e-05), ('Lobrathium', 2.8869763e-05), ('Lathrobium', 0.99994195)]"
876,images_genus/Lathrobium/Lathrobium elongatum_55.jpg,Lathrobium,"[('Nudobius', 1.4074017e-06), ('Gauropterus', 0.00019642017), ('Lathrobium', 0.99979883)]"
877,images_genus/Lathrobium/Lathrobium elongatum_56.jpg,Lathrobium,"[('Paederus', 0.0021312262), ('Tetartopeus', 0.007819045), ('Lathrobium', 0.984535)]"
878,images_genus/Lathrobium/Lathrobium elongatum_57.jpg,Lathrobium,"[('Paederus', 0.00087847584), ('Paederidus', 0.0031455783), ('Lathrobium', 0.9950099)]"
879,images_genus/Lathrobium/Lathrobium elongatum_58.jpg,Lathrobium,"[('Gauropterus', 1.9470162e-05), ('Tetartopeus', 3.111332e-05), ('Lathrobium', 0.9999368)]"
880,images_genus/Lathrobium/Lathrobium elongatum_59.jpg,Lathrobium,"[('Atrecus', 0.0006402678), ('Lobrathium', 0.071261026), ('Lathrobium', 0.927376)]"
881,images_genus/Lathrobium/Lathrobium elongatum_60.jpg,Lathrobium,"[('Lobrathium', 4.98806e-05), ('Gauropterus', 0.000369733), ('Lathrobium', 0.9995115)]"
882,images_genus/Lathrobium/Lathrobium elongatum_61.jpg,Lathrobium,"[('Platydracus', 4.873622e-06), ('Gauropterus', 1.3128033e-05), ('Lathrobium', 0.9999734)]"
883,images_genus/Lathrobium/Lathrobium elongatum_62.jpg,Lathrobium,"[('Othius', 2.4168924e-06), ('Gauropterus', 3.3303054e-06), ('Lathrobium', 0.999984)]"
884,images_genus/Lathrobium/Lathrobium elongatum_63.jpg,Lathrobium,"[('Paederus', 4.920703e-07), ('Gauropterus', 1.0555796e-06), ('Lathrobium', 0.9999969)]"
885,images_genus/Lathrobium/Lathrobium elongatum_64.jpg,Lathrobium,"[('Tetartopeus', 0.0010353448), ('Paederus', 0.0012528943), ('Lathrobium', 0.99605596)]"
886,images_genus/Lathrobium/Lathrobium elongatum_65.jpg,Lathrobium,"[('Gauropterus', 8.462352e-06), ('Lobrathium', 1.2686205e-05), ('Lathrobium', 0.9999738)]"
887,images_genus/Lathrobium/Lathrobium elongatum_66.jpg,Philonthus,"[('Gauropterus', 0.035482273), ('Lathrobium', 0.31924257), ('Philonthus', 0.60338336)]"
888,images_genus/Lathrobium/Lathrobium elongatum_67.jpg,Lathrobium,"[('Gauropterus', 0.017760538), ('Paederidus', 0.018156834), ('Lathrobium', 0.95411134)]"
889,images_genus/Lathrobium/Lathrobium elongatum_68.jpg,Lathrobium,"[('Paederus', 0.0027405168), ('Tetartopeus', 0.006290245), ('Lathrobium', 0.98560345)]"
890,images_genus/Lathrobium/Lathrobium elongatum_69.jpg,Lathrobium,"[('Gauropterus', 7.78668e-05), ('Nudobius', 0.0001833347), ('Lathrobium', 0.9997248)]"
891,images_genus/Lathrobium/Lathrobium elongatum_70.jpg,Lathrobium,"[('Lobrathium', 0.0137201045), ('Tetartopeus', 0.029927839), ('Lathrobium', 0.9542137)]"
892,images_genus/Lathrobium/Lathrobium elongatum_71.jpg,Lathrobium,"[('Ocypus', 0.0004917898), ('Tetartopeus', 0.001078184), ('Lathrobium', 0.99718875)]"
893,images_genus/Lathrobium/Lathrobium fovulum_14.jpg,Lathrobium,"[('Othius', 8.1277485e-06), ('Achenium', 1.8154884e-05), ('Lathrobium', 0.99995387)]"
894,images_genus/Lathrobium/Lathrobium fovulum_15.jpg,Lathrobium,"[('Tetartopeus', 0.0005871611), ('Ochthephilum', 0.2636816), ('Lathrobium', 0.7347913)]"
895,images_genus/Lathrobium/Lathrobium fovulum_16.jpg,Lathrobium,"[('Achenium', 5.759618e-05), ('Tasgius', 6.222153e-05), ('Lathrobium', 0.99978274)]"
896,images_genus/Lathrobium/Lathrobium fovulum_17.jpg,Lathrobium,"[('Tetartopeus', 3.7107e-05), ('Ochthephilum', 0.050365727), ('Lathrobium', 0.9495308)]"
897,images_genus/Lathrobium/Lathrobium fovulum_18.jpg,Lathrobium,"[('Tetartopeus', 0.000592561), ('Tasgius', 0.0013435783), ('Lathrobium', 0.99711776)]"
898,images_genus/Lathrobium/Lathrobium fovulum_19.jpg,Lathrobium,"[('Tasgius', 7.895646e-05), ('Ochthephilum', 0.0010027299), ('Lathrobium', 0.998844)]"
899,images_genus/Lathrobium/Lathrobium fovulum_20.jpg,Lathrobium,"[('Tasgius', 0.0014074958), ('Tetartopeus', 0.0017108121), ('Lathrobium', 0.9960568)]"
900,images_genus/Lathrobium/Lathrobium fovulum_21.jpg,Lathrobium,"[('Tetartopeus', 0.0015177771), ('Ochthephilum', 0.0017342174), ('Lathrobium', 0.99631625)]"
901,images_genus/Lathrobium/Lathrobium fovulum_22.jpg,Lathrobium,"[('Othius', 0.00037691696), ('Achenium', 0.000806108), ('Lathrobium', 0.9981669)]"
902,images_genus/Lathrobium/Lathrobium fovulum_23.jpg,Lathrobium,"[('Achenium', 0.00016016644), ('Tetartopeus', 0.0001892676), ('Lathrobium', 0.9994098)]"
903,images_genus/Lathrobium/Lathrobium fovulum_24.jpg,Lathrobium,"[('Ochthephilum', 1.702053e-05), ('Achenium', 3.3114542e-05), ('Lathrobium', 0.9999392)]"
904,images_genus/Lathrobium/Lathrobium fovulum_25.jpg,Lathrobium,"[('Othius', 7.2453826e-05), ('Ochthephilum', 0.00014338717), ('Lathrobium', 0.99955386)]"
905,images_genus/Lathrobium/Lathrobium fovulum_26.jpg,Lathrobium,"[('Ochthephilum', 1.4561829e-06), ('Achenium', 3.749127e-06), ('Lathrobium', 0.9999938)]"
906,images_genus/Lathrobium/Lathrobium fovulum_27.jpg,Lathrobium,"[('Tasgius', 5.198979e-05), ('Ochthephilum', 0.00010569426), ('Lathrobium', 0.99976414)]"
907,images_genus/Lathrobium/Lathrobium fovulum_28.jpg,Lathrobium,"[('Tetartopeus', 0.00013478367), ('Achenium', 0.00036583375), ('Lathrobium', 0.9993926)]"
908,images_genus/Lathrobium/Lathrobium fovulum_29.jpg,Tetartopeus,"[('Remus', 5.7455677e-06), ('Tasgius', 8.871759e-06), ('Tetartopeus', 0.99997675)]"
909,images_genus/Lathrobium/Lathrobium fovulum_30.jpg,Lathrobium,"[('Achenium', 8.771188e-07), ('Ochthephilum', 1.5810591e-06), ('Lathrobium', 0.99999666)]"
910,images_genus/Lathrobium/Lathrobium fovulum_31.jpg,Lathrobium,"[('Tetartopeus', 7.223393e-06), ('Ochthephilum', 1.7127366e-05), ('Lathrobium', 0.99995947)]"
911,images_genus/Lathrobium/Lathrobium fovulum_32.jpg,Lathrobium,"[('Ochthephilum', 0.00015931041), ('Tetartopeus', 0.003209456), ('Lathrobium', 0.9965191)]"
912,images_genus/Lathrobium/Lathrobium fovulum_33.jpg,Lathrobium,"[('Tetartopeus', 1.9231471e-05), ('Achenium', 3.1968728e-05), ('Lathrobium', 0.9999299)]"
913,images_genus/Lathrobium/Lathrobium fovulum_34.jpg,Lathrobium,"[('Tasgius', 0.001429952), ('Tetartopeus', 0.0051006163), ('Lathrobium', 0.9921794)]"
914,images_genus/Lathrobium/Lathrobium fovulum_35.jpg,Lathrobium,"[('Ochthephilum', 1.6632317e-05), ('Tetartopeus', 2.2002532e-05), ('Lathrobium', 0.99995506)]"
915,images_genus/Lathrobium/Lathrobium fovulum_36.jpg,Lathrobium,"[('Achenium', 3.3838653e-06), ('Ocypus', 7.5317294e-06), ('Lathrobium', 0.99998176)]"
916,images_genus/Lathrobium/Lathrobium fovulum_37.jpg,Lathrobium,"[('Achenium', 0.01766028), ('Lobrathium', 0.35899642), ('Lathrobium', 0.6170552)]"
917,images_genus/Lathrobium/Lathrobium fovulum_38.jpg,Lathrobium,"[('Gyrohypnus', 0.0009581808), ('Ochthephilum', 0.002757017), ('Lathrobium', 0.9947673)]"
918,images_genus/Lathrobium/Lathrobium fovulum_39.jpg,Lathrobium,"[('Ochthephilum', 0.00481716), ('Erichsonius', 0.018407011), ('Lathrobium', 0.9729971)]"
919,images_genus/Lathrobium/Lathrobium fovulum_40.jpg,Lathrobium,"[('Lobrathium', 0.0014313965), ('Tetartopeus', 0.012838257), ('Lathrobium', 0.9854687)]"
920,images_genus/Lathrobium/Lathrobium fovulum_41.jpg,Lathrobium,"[('Othius', 3.7986931e-06), ('Achenium', 1.438309e-05), ('Lathrobium', 0.9999758)]"
921,images_genus/Lathrobium/Lathrobium fovulum_42.jpg,Lathrobium,"[('Othius', 7.2183855e-07), ('Ochthephilum', 3.8476253e-05), ('Lathrobium', 0.9999598)]"
922,images_genus/Lathrobium/Lathrobium fulvipenne_24.jpg,Lathrobium,"[('Xantholinus', 0.00028023898), ('Othius', 0.00071438454), ('Lathrobium', 0.9988438)]"
923,images_genus/Lathrobium/Lathrobium fulvipenne_25.jpg,Lathrobium,"[('Achenium', 0.0007113587), ('Othius', 0.00075195596), ('Lathrobium', 0.99846786)]"
924,images_genus/Lathrobium/Lathrobium fulvipenne_26.jpg,Lathrobium,"[('Platydracus', 5.227979e-06), ('Othius', 1.1245665e-05), ('Lathrobium', 0.9999627)]"
925,images_genus/Lathrobium/Lathrobium fulvipenne_27.jpg,Lathrobium,"[('Lobrathium', 0.0031838126), ('Tetartopeus', 0.0041925753), ('Lathrobium', 0.9900656)]"
926,images_genus/Lathrobium/Lathrobium fulvipenne_28.jpg,Lathrobium,"[('Achenium', 0.0013737482), ('Lobrathium', 0.013210073), ('Lathrobium', 0.97833735)]"
927,images_genus/Lathrobium/Lathrobium fulvipenne_29.jpg,Lathrobium,"[('Nudobius', 0.00048225897), ('Lobrathium', 0.08642541), ('Lathrobium', 0.9120246)]"
928,images_genus/Lathrobium/Lathrobium fulvipenne_30.jpg,Lathrobium,"[('Xantholinus', 0.002145257), ('Lobrathium', 0.03392194), ('Lathrobium', 0.95835984)]"
929,images_genus/Lathrobium/Lathrobium fulvipenne_31.jpg,Lathrobium,"[('Rugilus', 0.048044182), ('Philonthus', 0.13026705), ('Lathrobium', 0.5772055)]"
930,images_genus/Lathrobium/Lathrobium fulvipenne_32.jpg,Lathrobium,"[('Achenium', 0.0013884729), ('Lobrathium', 0.007776718), ('Lathrobium', 0.9898371)]"
931,images_genus/Lathrobium/Lathrobium fulvipenne_33.jpg,Lathrobium,"[('Othius', 8.136695e-06), ('Xantholinus', 2.965963e-05), ('Lathrobium', 0.99995553)]"
932,images_genus/Lathrobium/Lathrobium fulvipenne_34.jpg,Lathrobium,"[('Ochthephilum', 5.6097153e-05), ('Gauropterus', 8.3085804e-05), ('Lathrobium', 0.9996643)]"
933,images_genus/Lathrobium/Lathrobium fulvipenne_35.jpg,Lathrobium,"[('Othius', 0.00040306826), ('Achenium', 0.002078645), ('Lathrobium', 0.9966528)]"
934,images_genus/Lathrobium/Lathrobium fulvipenne_36.jpg,Lathrobium,"[('Othius', 0.00038536906), ('Lobrathium', 0.0019705037), ('Lathrobium', 0.9971943)]"
935,images_genus/Lathrobium/Lathrobium fulvipenne_37.jpg,Lathrobium,"[('Gyrohypnus', 0.0020113592), ('Xantholinus', 0.0047774883), ('Lathrobium', 0.98930943)]"
936,images_genus/Lathrobium/Lathrobium fulvipenne_38.jpg,Lathrobium,"[('Philonthus', 0.2028847), ('Othius', 0.22230566), ('Lathrobium', 0.31056166)]"
937,images_genus/Lathrobium/Lathrobium fulvipenne_39.jpg,Lathrobium,"[('Lobrathium', 0.028927362), ('Achenium', 0.03750722), ('Lathrobium', 0.9305592)]"
938,images_genus/Lathrobium/Lathrobium fulvipenne_40.jpg,Lathrobium,"[('Nudobius', 2.7422526e-05), ('Gauropterus', 4.345021e-05), ('Lathrobium', 0.9998921)]"
939,images_genus/Lathrobium/Lathrobium fulvipenne_41.jpg,Lathrobium,"[('Nudobius', 0.000221786), ('Gauropterus', 0.0029322573), ('Lathrobium', 0.99681586)]"
940,images_genus/Lathrobium/Lathrobium fulvipenne_42.jpg,Lathrobium,"[('Achenium', 0.0015318705), ('Lobrathium', 0.0032136694), ('Lathrobium', 0.9927407)]"
941,images_genus/Lathrobium/Lathrobium fulvipenne_43.jpg,Lathrobium,"[('Othius', 2.241129e-06), ('Platydracus', 5.032164e-06), ('Lathrobium', 0.9999856)]"
942,images_genus/Lathrobium/Lathrobium fulvipenne_44.jpg,Lathrobium,"[('Lobrathium', 0.00020670377), ('Achenium', 0.0012173845), ('Lathrobium', 0.9982681)]"
943,images_genus/Lathrobium/Lathrobium fulvipenne_45.jpg,Lathrobium,"[('Achenium', 0.09377812), ('Paederidus', 0.21969076), ('Lathrobium', 0.5303201)]"
944,images_genus/Lathrobium/Lathrobium fulvipenne_46.jpg,Lathrobium,"[('Othius', 0.0001714905), ('Achenium', 0.00036017373), ('Lathrobium', 0.9993456)]"
945,images_genus/Lathrobium/Lathrobium fulvipenne_47.jpg,Lobrathium,"[('Xantholinus', 0.0013570696), ('Lathrobium', 0.036330163), ('Lobrathium', 0.9607422)]"
946,images_genus/Lathrobium/Lathrobium fulvipenne_48.jpg,Lathrobium,"[('Lobrathium', 4.109241e-05), ('Achenium', 9.494703e-05), ('Lathrobium', 0.9998344)]"
947,images_genus/Lathrobium/Lathrobium fulvipenne_49.jpg,Lathrobium,"[('Lobrathium', 0.0051476266), ('Achenium', 0.01056308), ('Lathrobium', 0.98380554)]"
948,images_genus/Lathrobium/Lathrobium fulvipenne_50.jpg,Lathrobium,"[('Achenium', 0.036792707), ('Lobrathium', 0.08389949), ('Lathrobium', 0.8766204)]"
949,images_genus/Lathrobium/Lathrobium fulvipenne_51.jpg,Lathrobium,"[('Ochthephilum', 5.767144e-05), ('Achenium', 0.00068815984), ('Lathrobium', 0.999111)]"
950,images_genus/Lathrobium/Lathrobium fulvipenne_52.jpg,Lathrobium,"[('Nudobius', 0.0010285157), ('Lobrathium', 0.0034336895), ('Lathrobium', 0.9944465)]"
951,images_genus/Lathrobium/Lathrobium fulvipenne_53.jpg,Lathrobium,"[('Tetartopeus', 0.00014584232), ('Achenium', 0.00035875462), ('Lathrobium', 0.9994474)]"
952,images_genus/Lathrobium/Lathrobium fulvipenne_54.jpg,Gauropterus,"[('Paederidus', 0.007920652), ('Lathrobium', 0.024481697), ('Gauropterus', 0.9670892)]"
953,images_genus/Lathrobium/Lathrobium fulvipenne_55.jpg,Lathrobium,"[('Xantholinus', 0.0646459), ('Lobrathium', 0.2159146), ('Lathrobium', 0.614865)]"
954,images_genus/Lathrobium/Lathrobium fulvipenne_56.jpg,Lathrobium,"[('Xantholinus', 0.00016601007), ('Lobrathium', 0.00017336757), ('Lathrobium', 0.9993561)]"
955,images_genus/Lathrobium/Lathrobium fulvipenne_57.jpg,Lathrobium,"[('Achenium', 0.0027901512), ('Lobrathium', 0.0031796999), ('Lathrobium', 0.99373686)]"
956,images_genus/Lathrobium/Lathrobium fulvipenne_58.jpg,Lathrobium,"[('Nudobius', 0.00014256636), ('Gauropterus', 0.003928664), ('Lathrobium', 0.99574286)]"
957,images_genus/Lathrobium/Lathrobium fulvipenne_59.jpg,Lathrobium,"[('Xantholinus', 1.9113355e-05), ('Achenium', 7.7056946e-05), ('Lathrobium', 0.9998746)]"
958,images_genus/Lathrobium/Lathrobium fulvipenne_60.jpg,Lathrobium,"[('Xantholinus', 8.7114364e-05), ('Ochthephilum', 0.0001410882), ('Lathrobium', 0.9996965)]"
