Filename,Prediction1,Prediction3
images_genus/Rugilus/Rugilus orbiculatus_77.jpg,Rugilus,"[('Bisnius', 0.06915977), ('Lithocharis', 0.12788644), ('Rugilus', 0.34057307)]"
images_genus/Rugilus/Rugilus orbiculatus_78.jpg,Rugilus,"[('Bisnius', 0.069773965), ('Lithocharis', 0.12626936), ('Rugilus', 0.34608233)]"
images_genus/Rugilus/Rugilus orbiculatus_79.jpg,Rugilus,"[('Bisnius', 0.07036527), ('Lithocharis', 0.12585633), ('Rugilus', 0.34364977)]"
images_genus/Rugilus/Rugilus orbiculatus_80.jpg,Rugilus,"[('Bisnius', 0.06877934), ('Lithocharis', 0.12446985), ('Rugilus', 0.347108)]"
images_genus/Rugilus/Rugilus orbiculatus_81.jpg,Rugilus,"[('Bisnius', 0.06865182), ('Lithocharis', 0.12732625), ('Rugilus', 0.33940297)]"
images_genus/Rugilus/Rugilus orbiculatus_82.jpg,Rugilus,"[('Bisnius', 0.069404215), ('Lithocharis', 0.12626033), ('Rugilus', 0.34460056)]"
images_genus/Rugilus/Rugilus orbiculatus_83.jpg,Rugilus,"[('Bisnius', 0.06885326), ('Lithocharis', 0.12657261), ('Rugilus', 0.3398787)]"
images_genus/Rugilus/Rugilus orbiculatus_84.jpg,Rugilus,"[('Bisnius', 0.06964812), ('Lithocharis', 0.1336482), ('Rugilus', 0.3264827)]"
images_genus/Rugilus/Rugilus orbiculatus_85.jpg,Rugilus,"[('Bisnius', 0.07031415), ('Lithocharis', 0.12345983), ('Rugilus', 0.34948796)]"
images_genus/Rugilus/Rugilus orbiculatus_86.jpg,Rugilus,"[('Bisnius', 0.07015931), ('Lithocharis', 0.1289577), ('Rugilus', 0.3373671)]"
images_genus/Rugilus/Rugilus orbiculatus_87.jpg,Rugilus,"[('Bisnius', 0.06957884), ('Lithocharis', 0.12568404), ('Rugilus', 0.34280875)]"
images_genus/Rugilus/Rugilus rufipes_24.jpg,Rugilus,"[('Bisnius', 0.06991869), ('Lithocharis', 0.12842047), ('Rugilus', 0.3362659)]"
images_genus/Rugilus/Rugilus rufipes_25.jpg,Rugilus,"[('Bisnius', 0.068937585), ('Lithocharis', 0.12858568), ('Rugilus', 0.34125134)]"
images_genus/Rugilus/Rugilus rufipes_26.jpg,Rugilus,"[('Bisnius', 0.06986053), ('Lithocharis', 0.12785564), ('Rugilus', 0.34036028)]"
images_genus/Rugilus/Rugilus rufipes_27.jpg,Rugilus,"[('Bisnius', 0.06955102), ('Lithocharis', 0.12620531), ('Rugilus', 0.3461212)]"
images_genus/Rugilus/Rugilus rufipes_28.jpg,Rugilus,"[('Bisnius', 0.07057653), ('Lithocharis', 0.1270468), ('Rugilus', 0.3408583)]"
images_genus/Rugilus/Rugilus rufipes_29.jpg,Rugilus,"[('Bisnius', 0.06839809), ('Lithocharis', 0.1279935), ('Rugilus', 0.3440141)]"
images_genus/Rugilus/Rugilus rufipes_30.jpg,Rugilus,"[('Bisnius', 0.06966103), ('Lithocharis', 0.12877223), ('Rugilus', 0.34059218)]"
images_genus/Rugilus/Rugilus rufipes_31.jpg,Rugilus,"[('Bisnius', 0.06877493), ('Lithocharis', 0.12955178), ('Rugilus', 0.33904693)]"
images_genus/Rugilus/Rugilus rufipes_32.jpg,Rugilus,"[('Bisnius', 0.06916045), ('Lithocharis', 0.12769622), ('Rugilus', 0.3390696)]"
images_genus/Rugilus/Rugilus rufipes_33.jpg,Rugilus,"[('Bisnius', 0.068876885), ('Lithocharis', 0.12840864), ('Rugilus', 0.34221935)]"
images_genus/Rugilus/Rugilus rufipes_34.jpg,Rugilus,"[('Bisnius', 0.07142303), ('Lithocharis', 0.124718115), ('Rugilus', 0.33664075)]"
images_genus/Rugilus/Rugilus rufipes_35.jpg,Rugilus,"[('Bisnius', 0.06843307), ('Lithocharis', 0.12877247), ('Rugilus', 0.33333388)]"
images_genus/Rugilus/Rugilus rufipes_36.jpg,Rugilus,"[('Bisnius', 0.0719125), ('Lithocharis', 0.12275406), ('Rugilus', 0.34121454)]"
images_genus/Rugilus/Rugilus rufipes_37.jpg,Rugilus,"[('Bisnius', 0.06856622), ('Lithocharis', 0.12836291), ('Rugilus', 0.34049845)]"
images_genus/Rugilus/Rugilus rufipes_38.jpg,Rugilus,"[('Bisnius', 0.069470495), ('Lithocharis', 0.12854964), ('Rugilus', 0.3340689)]"
images_genus/Rugilus/Rugilus rufipes_39.jpg,Rugilus,"[('Bisnius', 0.06781571), ('Lithocharis', 0.12789467), ('Rugilus', 0.33651152)]"
images_genus/Rugilus/Rugilus rufipes_40.jpg,Rugilus,"[('Bisnius', 0.06903418), ('Lithocharis', 0.12902686), ('Rugilus', 0.3254689)]"
images_genus/Rugilus/Rugilus rufipes_41.jpg,Rugilus,"[('Bisnius', 0.07113403), ('Lithocharis', 0.12019273), ('Rugilus', 0.3461941)]"
images_genus/Rugilus/Rugilus rufipes_42.jpg,Rugilus,"[('Bisnius', 0.071982615), ('Lithocharis', 0.12088772), ('Rugilus', 0.3448786)]"
images_genus/Rugilus/Rugilus rufipes_43.jpg,Rugilus,"[('Bisnius', 0.070360005), ('Lithocharis', 0.12797837), ('Rugilus', 0.33144924)]"
images_genus/Rugilus/Rugilus rufipes_44.jpg,Rugilus,"[('Bisnius', 0.06970606), ('Lithocharis', 0.12668991), ('Rugilus', 0.33831897)]"
images_genus/Rugilus/Rugilus rufipes_45.jpg,Rugilus,"[('Bisnius', 0.071495615), ('Lithocharis', 0.12346446), ('Rugilus', 0.33876163)]"
images_genus/Rugilus/Rugilus rufipes_46.jpg,Rugilus,"[('Bisnius', 0.06878867), ('Lithocharis', 0.12606387), ('Rugilus', 0.33798996)]"
images_genus/Rugilus/Rugilus rufipes_47.jpg,Rugilus,"[('Bisnius', 0.07012284), ('Lithocharis', 0.12833127), ('Rugilus', 0.33346334)]"
images_genus/Rugilus/Rugilus rufipes_48.jpg,Rugilus,"[('Bisnius', 0.07011028), ('Lithocharis', 0.124528535), ('Rugilus', 0.33584768)]"
images_genus/Rugilus/Rugilus rufipes_49.jpg,Rugilus,"[('Bisnius', 0.069919996), ('Lithocharis', 0.1284474), ('Rugilus', 0.3359452)]"
images_genus/Rugilus/Rugilus rufipes_50.jpg,Rugilus,"[('Bisnius', 0.06951774), ('Lithocharis', 0.12467656), ('Rugilus', 0.34796402)]"
images_genus/Rugilus/Rugilus rufipes_51.jpg,Rugilus,"[('Bisnius', 0.06894075), ('Lithocharis', 0.12593041), ('Rugilus', 0.33934778)]"
images_genus/Rugilus/Rugilus rufipes_52.jpg,Rugilus,"[('Bisnius', 0.07035172), ('Lithocharis', 0.12367952), ('Rugilus', 0.3387276)]"
images_genus/Rugilus/Rugilus rufipes_53.jpg,Rugilus,"[('Bisnius', 0.069877036), ('Lithocharis', 0.12654309), ('Rugilus', 0.33033487)]"
images_genus/Rugilus/Rugilus rufipes_54.jpg,Rugilus,"[('Bisnius', 0.06882983), ('Lithocharis', 0.12804052), ('Rugilus', 0.33526054)]"
images_genus/Rugilus/Rugilus rufipes_55.jpg,Rugilus,"[('Bisnius', 0.06805104), ('Lithocharis', 0.13034342), ('Rugilus', 0.32633993)]"
images_genus/Rugilus/Rugilus rufipes_56.jpg,Rugilus,"[('Bisnius', 0.06857764), ('Lithocharis', 0.12819366), ('Rugilus', 0.33515716)]"
images_genus/Rugilus/Rugilus rufipes_57.jpg,Rugilus,"[('Bisnius', 0.06943092), ('Lithocharis', 0.12612882), ('Rugilus', 0.34100616)]"
images_genus/Rugilus/Rugilus rufipes_58.jpg,Rugilus,"[('Bisnius', 0.0712405), ('Lithocharis', 0.12605508), ('Rugilus', 0.3378279)]"
images_genus/Rugilus/Rugilus rufipes_59.jpg,Rugilus,"[('Bisnius', 0.06907151), ('Lithocharis', 0.12837128), ('Rugilus', 0.33298022)]"
images_genus/Rugilus/Rugilus rufipes_60.jpg,Rugilus,"[('Bisnius', 0.06986886), ('Lithocharis', 0.1240741), ('Rugilus', 0.34372842)]"
images_genus/Rugilus/Rugilus rufipes_61.jpg,Rugilus,"[('Bisnius', 0.07016715), ('Lithocharis', 0.12629947), ('Rugilus', 0.33753583)]"
images_genus/Rugilus/Rugilus rufipes_62.jpg,Rugilus,"[('Bisnius', 0.06911173), ('Lithocharis', 0.12912343), ('Rugilus', 0.33588567)]"
images_genus/Rugilus/Rugilus rufipes_63.jpg,Rugilus,"[('Bisnius', 0.07050929), ('Lithocharis', 0.12375351), ('Rugilus', 0.3421868)]"
images_genus/Rugilus/Rugilus rufipes_64.jpg,Rugilus,"[('Bisnius', 0.06898877), ('Lithocharis', 0.12808363), ('Rugilus', 0.33522046)]"
images_genus/Rugilus/Rugilus rufipes_65.jpg,Rugilus,"[('Bisnius', 0.06750683), ('Lithocharis', 0.12369478), ('Rugilus', 0.35037988)]"
images_genus/Rugilus/Rugilus rufipes_66.jpg,Rugilus,"[('Bisnius', 0.07045926), ('Lithocharis', 0.12167278), ('Rugilus', 0.34434023)]"
images_genus/Rugilus/Rugilus rufipes_67.jpg,Rugilus,"[('Bisnius', 0.07040395), ('Lithocharis', 0.12624061), ('Rugilus', 0.3360726)]"
images_genus/Rugilus/Rugilus rufipes_68.jpg,Rugilus,"[('Bisnius', 0.072294764), ('Lithocharis', 0.12345096), ('Rugilus', 0.34110266)]"
images_genus/Rugilus/Rugilus rufipes_69.jpg,Rugilus,"[('Bisnius', 0.07077832), ('Lithocharis', 0.12532912), ('Rugilus', 0.3409937)]"
images_genus/Rugilus/Rugilus rufipes_70.jpg,Rugilus,"[('Bisnius', 0.06913459), ('Lithocharis', 0.12619875), ('Rugilus', 0.33253145)]"
images_genus/Rugilus/Rugilus rufipes_71.jpg,Rugilus,"[('Bisnius', 0.071274154), ('Lithocharis', 0.12368319), ('Rugilus', 0.34203845)]"
images_genus/Rugilus/Rugilus rufipes_72.jpg,Rugilus,"[('Bisnius', 0.07145844), ('Lithocharis', 0.1238471), ('Rugilus', 0.344749)]"
images_genus/Gyrohypnus/Gyrohypnus angustatus_10.jpg,Rugilus,"[('Bisnius', 0.0692078), ('Lithocharis', 0.12795454), ('Rugilus', 0.34479192)]"
images_genus/Gyrohypnus/Gyrohypnus angustatus_11.jpg,Rugilus,"[('Bisnius', 0.06915989), ('Lithocharis', 0.12934375), ('Rugilus', 0.3313612)]"
images_genus/Gyrohypnus/Gyrohypnus angustatus_12.jpg,Rugilus,"[('Bisnius', 0.06920988), ('Lithocharis', 0.12988728), ('Rugilus', 0.3447985)]"
images_genus/Gyrohypnus/Gyrohypnus angustatus_4.jpg,Rugilus,"[('Bisnius', 0.06991634), ('Lithocharis', 0.12884824), ('Rugilus', 0.34157717)]"
images_genus/Gyrohypnus/Gyrohypnus angustatus_5.jpg,Rugilus,"[('Bisnius', 0.06939641), ('Lithocharis', 0.13048276), ('Rugilus', 0.34114704)]"
images_genus/Gyrohypnus/Gyrohypnus angustatus_6.jpg,Rugilus,"[('Bisnius', 0.07043407), ('Lithocharis', 0.12645084), ('Rugilus', 0.3444149)]"
images_genus/Gyrohypnus/Gyrohypnus angustatus_7.jpg,Rugilus,"[('Bisnius', 0.06998191), ('Lithocharis', 0.12882045), ('Rugilus', 0.3416838)]"
images_genus/Gyrohypnus/Gyrohypnus angustatus_8.jpg,Rugilus,"[('Bisnius', 0.06976866), ('Lithocharis', 0.13039458), ('Rugilus', 0.3340227)]"
images_genus/Gyrohypnus/Gyrohypnus angustatus_9.jpg,Rugilus,"[('Bisnius', 0.070283316), ('Lithocharis', 0.12812796), ('Rugilus', 0.340522)]"
images_genus/Gyrohypnus/Gyrohypnus atratus_10.jpg,Rugilus,"[('Bisnius', 0.06966117), ('Lithocharis', 0.12668708), ('Rugilus', 0.34091806)]"
images_genus/Gyrohypnus/Gyrohypnus atratus_11.jpg,Rugilus,"[('Bisnius', 0.069294825), ('Lithocharis', 0.12832034), ('Rugilus', 0.32672623)]"
images_genus/Gyrohypnus/Gyrohypnus atratus_12.jpg,Rugilus,"[('Bisnius', 0.070610665), ('Lithocharis', 0.12574786), ('Rugilus', 0.34066638)]"
images_genus/Gyrohypnus/Gyrohypnus atratus_13.jpg,Rugilus,"[('Bisnius', 0.071058355), ('Lithocharis', 0.12940742), ('Rugilus', 0.32575354)]"
images_genus/Gyrohypnus/Gyrohypnus atratus_14.jpg,Rugilus,"[('Bisnius', 0.071672976), ('Lithocharis', 0.12425047), ('Rugilus', 0.3436594)]"
images_genus/Gyrohypnus/Gyrohypnus atratus_5.jpg,Rugilus,"[('Bisnius', 0.069527246), ('Lithocharis', 0.12918195), ('Rugilus', 0.3362726)]"
images_genus/Gyrohypnus/Gyrohypnus atratus_6.jpg,Rugilus,"[('Bisnius', 0.0706079), ('Lithocharis', 0.12695584), ('Rugilus', 0.33948517)]"
images_genus/Gyrohypnus/Gyrohypnus atratus_7.jpg,Rugilus,"[('Bisnius', 0.07103065), ('Lithocharis', 0.12646718), ('Rugilus', 0.3308659)]"
images_genus/Gyrohypnus/Gyrohypnus atratus_8.jpg,Rugilus,"[('Bisnius', 0.07181542), ('Lithocharis', 0.12713467), ('Rugilus', 0.33848917)]"
images_genus/Gyrohypnus/Gyrohypnus atratus_9.jpg,Rugilus,"[('Bisnius', 0.07027768), ('Lithocharis', 0.12936255), ('Rugilus', 0.33667326)]"
images_genus/Gyrohypnus/Gyrohypnus fracticornis_10.jpg,Rugilus,"[('Bisnius', 0.06771931), ('Lithocharis', 0.13134074), ('Rugilus', 0.32669416)]"
images_genus/Gyrohypnus/Gyrohypnus fracticornis_11.jpg,Rugilus,"[('Bisnius', 0.068240024), ('Lithocharis', 0.1317125), ('Rugilus', 0.33124033)]"
images_genus/Gyrohypnus/Gyrohypnus fracticornis_12.jpg,Rugilus,"[('Bisnius', 0.068885334), ('Lithocharis', 0.12704715), ('Rugilus', 0.33538637)]"
images_genus/Gyrohypnus/Gyrohypnus fracticornis_13.jpg,Rugilus,"[('Bisnius', 0.070344456), ('Lithocharis', 0.12487649), ('Rugilus', 0.33665562)]"
images_genus/Gyrohypnus/Gyrohypnus fracticornis_14.jpg,Rugilus,"[('Bisnius', 0.06815777), ('Lithocharis', 0.13157433), ('Rugilus', 0.32665527)]"
images_genus/Gyrohypnus/Gyrohypnus fracticornis_15.jpg,Rugilus,"[('Bisnius', 0.067798465), ('Lithocharis', 0.12878476), ('Rugilus', 0.34129107)]"
images_genus/Gyrohypnus/Gyrohypnus fracticornis_16.jpg,Rugilus,"[('Bisnius', 0.06882476), ('Lithocharis', 0.12906048), ('Rugilus', 0.3323214)]"
images_genus/Gyrohypnus/Gyrohypnus fracticornis_17.jpg,Rugilus,"[('Bisnius', 0.07096248), ('Lithocharis', 0.12493687), ('Rugilus', 0.34325618)]"
images_genus/Gyrohypnus/Gyrohypnus fracticornis_18.jpg,Rugilus,"[('Bisnius', 0.06918472), ('Lithocharis', 0.12813023), ('Rugilus', 0.33431616)]"
images_genus/Gyrohypnus/Gyrohypnus fracticornis_19.jpg,Rugilus,"[('Bisnius', 0.070114024), ('Lithocharis', 0.12693433), ('Rugilus', 0.34270644)]"
images_genus/Gyrohypnus/Gyrohypnus fracticornis_20.jpg,Rugilus,"[('Bisnius', 0.067587614), ('Lithocharis', 0.13224097), ('Rugilus', 0.32514837)]"
images_genus/Gyrohypnus/Gyrohypnus fracticornis_21.jpg,Rugilus,"[('Bisnius', 0.067657515), ('Lithocharis', 0.12698781), ('Rugilus', 0.34871233)]"
images_genus/Gyrohypnus/Gyrohypnus fracticornis_7.jpg,Rugilus,"[('Bisnius', 0.06820903), ('Lithocharis', 0.122210205), ('Rugilus', 0.35127547)]"
images_genus/Gyrohypnus/Gyrohypnus fracticornis_8.jpg,Rugilus,"[('Bisnius', 0.06944386), ('Lithocharis', 0.12396084), ('Rugilus', 0.34749758)]"
images_genus/Gyrohypnus/Gyrohypnus fracticornis_9.jpg,Rugilus,"[('Bisnius', 0.07026853), ('Lithocharis', 0.12728369), ('Rugilus', 0.3343823)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_10.jpg,Rugilus,"[('Bisnius', 0.06808073), ('Lithocharis', 0.13094401), ('Rugilus', 0.327733)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_11.jpg,Rugilus,"[('Bisnius', 0.07001435), ('Lithocharis', 0.12974456), ('Rugilus', 0.3337747)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_12.jpg,Rugilus,"[('Bisnius', 0.06903615), ('Lithocharis', 0.13207175), ('Rugilus', 0.325787)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_13.jpg,Rugilus,"[('Bisnius', 0.07093442), ('Lithocharis', 0.12483028), ('Rugilus', 0.34208792)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_14.jpg,Rugilus,"[('Bisnius', 0.07074179), ('Lithocharis', 0.12792723), ('Rugilus', 0.3296341)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_15.jpg,Rugilus,"[('Bisnius', 0.068373464), ('Lithocharis', 0.12710772), ('Rugilus', 0.3382061)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_16.jpg,Rugilus,"[('Bisnius', 0.070838965), ('Lithocharis', 0.1285024), ('Rugilus', 0.33184052)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_17.jpg,Rugilus,"[('Bisnius', 0.067385264), ('Lithocharis', 0.13391763), ('Rugilus', 0.3143562)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_18.jpg,Rugilus,"[('Bisnius', 0.07024032), ('Lithocharis', 0.1284563), ('Rugilus', 0.3365529)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_19.jpg,Rugilus,"[('Bisnius', 0.06909777), ('Lithocharis', 0.1312475), ('Rugilus', 0.3286122)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_20.jpg,Rugilus,"[('Bisnius', 0.0682685), ('Lithocharis', 0.12932092), ('Rugilus', 0.34228575)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_21.jpg,Rugilus,"[('Bisnius', 0.07108627), ('Lithocharis', 0.12728295), ('Rugilus', 0.33566925)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_22.jpg,Rugilus,"[('Bisnius', 0.068294555), ('Lithocharis', 0.124792635), ('Rugilus', 0.3458377)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_23.jpg,Rugilus,"[('Bisnius', 0.07121737), ('Lithocharis', 0.12585622), ('Rugilus', 0.339132)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_24.jpg,Rugilus,"[('Bisnius', 0.070517376), ('Lithocharis', 0.12667336), ('Rugilus', 0.3381138)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_8.jpg,Rugilus,"[('Bisnius', 0.06826572), ('Lithocharis', 0.13265164), ('Rugilus', 0.3236749)]"
images_genus/Gyrohypnus/Gyrohypnus punctulatus_9.jpg,Rugilus,"[('Bisnius', 0.069249734), ('Lithocharis', 0.12876564), ('Rugilus', 0.3390292)]"
images_genus/Leptacinus/Leptacinus batychrus_11.jpg,Rugilus,"[('Bisnius', 0.06963513), ('Lithocharis', 0.1280932), ('Rugilus', 0.34138867)]"
images_genus/Leptacinus/Leptacinus batychrus_12.jpg,Rugilus,"[('Bisnius', 0.069906585), ('Lithocharis', 0.12894192), ('Rugilus', 0.33298925)]"
images_genus/Leptacinus/Leptacinus batychrus_13.jpg,Rugilus,"[('Bisnius', 0.069288954), ('Lithocharis', 0.13026075), ('Rugilus', 0.3378761)]"
images_genus/Leptacinus/Leptacinus batychrus_14.jpg,Rugilus,"[('Bisnius', 0.0686437), ('Lithocharis', 0.13066934), ('Rugilus', 0.33481377)]"
images_genus/Leptacinus/Leptacinus batychrus_15.jpg,Rugilus,"[('Bisnius', 0.0697188), ('Lithocharis', 0.12906241), ('Rugilus', 0.33524567)]"
images_genus/Leptacinus/Leptacinus batychrus_16.jpg,Rugilus,"[('Bisnius', 0.06943932), ('Lithocharis', 0.12815683), ('Rugilus', 0.33647555)]"
images_genus/Leptacinus/Leptacinus batychrus_17.jpg,Rugilus,"[('Bisnius', 0.06859826), ('Lithocharis', 0.13028309), ('Rugilus', 0.33773205)]"
images_genus/Leptacinus/Leptacinus batychrus_18.jpg,Rugilus,"[('Bisnius', 0.069990434), ('Lithocharis', 0.12619276), ('Rugilus', 0.34480664)]"
images_genus/Leptacinus/Leptacinus batychrus_19.jpg,Rugilus,"[('Bisnius', 0.06896481), ('Lithocharis', 0.13017446), ('Rugilus', 0.33967835)]"
images_genus/Leptacinus/Leptacinus batychrus_20.jpg,Rugilus,"[('Bisnius', 0.06902713), ('Lithocharis', 0.12899376), ('Rugilus', 0.3369734)]"
images_genus/Leptacinus/Leptacinus batychrus_21.jpg,Rugilus,"[('Bisnius', 0.06954456), ('Lithocharis', 0.12992415), ('Rugilus', 0.33694202)]"
images_genus/Leptacinus/Leptacinus batychrus_22.jpg,Rugilus,"[('Bisnius', 0.068669565), ('Lithocharis', 0.13044366), ('Rugilus', 0.33354846)]"
images_genus/Leptacinus/Leptacinus batychrus_23.jpg,Rugilus,"[('Bisnius', 0.06963556), ('Lithocharis', 0.12851895), ('Rugilus', 0.338161)]"
images_genus/Leptacinus/Leptacinus batychrus_24.jpg,Rugilus,"[('Bisnius', 0.06858376), ('Lithocharis', 0.13075235), ('Rugilus', 0.33560377)]"
images_genus/Leptacinus/Leptacinus batychrus_25.jpg,Rugilus,"[('Bisnius', 0.06884805), ('Lithocharis', 0.12981959), ('Rugilus', 0.3350329)]"
images_genus/Leptacinus/Leptacinus batychrus_26.jpg,Rugilus,"[('Bisnius', 0.068898834), ('Lithocharis', 0.1295007), ('Rugilus', 0.3366503)]"
images_genus/Leptacinus/Leptacinus batychrus_27.jpg,Rugilus,"[('Bisnius', 0.06852755), ('Lithocharis', 0.12889278), ('Rugilus', 0.33515188)]"
images_genus/Leptacinus/Leptacinus batychrus_28.jpg,Rugilus,"[('Bisnius', 0.07053674), ('Lithocharis', 0.12528095), ('Rugilus', 0.34192213)]"
images_genus/Leptacinus/Leptacinus batychrus_29.jpg,Rugilus,"[('Bisnius', 0.070005685), ('Lithocharis', 0.12733907), ('Rugilus', 0.34008685)]"
images_genus/Leptacinus/Leptacinus batychrus_30.jpg,Rugilus,"[('Bisnius', 0.0689464), ('Lithocharis', 0.13017844), ('Rugilus', 0.33503494)]"
images_genus/Leptacinus/Leptacinus batychrus_31.jpg,Rugilus,"[('Bisnius', 0.06933515), ('Lithocharis', 0.12885022), ('Rugilus', 0.33715624)]"
images_genus/Leptacinus/Leptacinus batychrus_32.jpg,Rugilus,"[('Bisnius', 0.06906647), ('Lithocharis', 0.13106814), ('Rugilus', 0.33151355)]"
images_genus/Leptacinus/Leptacinus formicetorum_10.jpg,Rugilus,"[('Bisnius', 0.0691786), ('Lithocharis', 0.13226275), ('Rugilus', 0.33126235)]"
images_genus/Leptacinus/Leptacinus formicetorum_11.jpg,Rugilus,"[('Bisnius', 0.06951007), ('Lithocharis', 0.1293031), ('Rugilus', 0.33576995)]"
images_genus/Leptacinus/Leptacinus formicetorum_4.jpg,Rugilus,"[('Bisnius', 0.070003495), ('Lithocharis', 0.12979195), ('Rugilus', 0.33686748)]"
images_genus/Leptacinus/Leptacinus formicetorum_5.jpg,Rugilus,"[('Bisnius', 0.069469616), ('Lithocharis', 0.13042313), ('Rugilus', 0.33687547)]"
images_genus/Leptacinus/Leptacinus formicetorum_6.jpg,Rugilus,"[('Bisnius', 0.06949495), ('Lithocharis', 0.13134202), ('Rugilus', 0.33484262)]"
images_genus/Leptacinus/Leptacinus formicetorum_7.jpg,Rugilus,"[('Bisnius', 0.06966737), ('Lithocharis', 0.12901948), ('Rugilus', 0.33653456)]"
images_genus/Leptacinus/Leptacinus formicetorum_8.jpg,Rugilus,"[('Bisnius', 0.06955973), ('Lithocharis', 0.12889804), ('Rugilus', 0.3379827)]"
images_genus/Leptacinus/Leptacinus formicetorum_9.jpg,Rugilus,"[('Bisnius', 0.06940369), ('Lithocharis', 0.12987727), ('Rugilus', 0.34199277)]"
images_genus/Leptacinus/Leptacinus intermedius_3.jpg,Rugilus,"[('Bisnius', 0.07016964), ('Lithocharis', 0.12915003), ('Rugilus', 0.33346558)]"
images_genus/Leptacinus/Leptacinus intermedius_4.jpg,Rugilus,"[('Bisnius', 0.06907126), ('Lithocharis', 0.12874182), ('Rugilus', 0.3376451)]"
images_genus/Leptacinus/Leptacinus intermedius_5.jpg,Rugilus,"[('Bisnius', 0.06951666), ('Lithocharis', 0.12896281), ('Rugilus', 0.33878335)]"
images_genus/Leptacinus/Leptacinus intermedius_6.jpg,Rugilus,"[('Bisnius', 0.068870224), ('Lithocharis', 0.13056824), ('Rugilus', 0.33602405)]"
images_genus/Leptacinus/Leptacinus intermedius_7.jpg,Rugilus,"[('Bisnius', 0.06976084), ('Lithocharis', 0.13193138), ('Rugilus', 0.33318532)]"
images_genus/Leptacinus/Leptacinus intermedius_8.jpg,Rugilus,"[('Bisnius', 0.06950197), ('Lithocharis', 0.13096982), ('Rugilus', 0.33196095)]"
images_genus/Leptacinus/Leptacinus pusillus_3.jpg,Rugilus,"[('Bisnius', 0.06938829), ('Lithocharis', 0.12769906), ('Rugilus', 0.34313375)]"
images_genus/Leptacinus/Leptacinus pusillus_4.jpg,Rugilus,"[('Bisnius', 0.06927083), ('Lithocharis', 0.1292511), ('Rugilus', 0.33450645)]"
images_genus/Leptacinus/Leptacinus pusillus_5.jpg,Rugilus,"[('Bisnius', 0.06861962), ('Lithocharis', 0.13204597), ('Rugilus', 0.33580855)]"
images_genus/Leptacinus/Leptacinus pusillus_6.jpg,Rugilus,"[('Bisnius', 0.06963676), ('Lithocharis', 0.12903652), ('Rugilus', 0.33859727)]"
images_genus/Leptacinus/Leptacinus pusillus_7.jpg,Rugilus,"[('Bisnius', 0.068572156), ('Lithocharis', 0.13130283), ('Rugilus', 0.33109266)]"
images_genus/Leptacinus/Leptacinus pusillus_8.jpg,Rugilus,"[('Bisnius', 0.06923989), ('Lithocharis', 0.12808631), ('Rugilus', 0.33857086)]"
images_genus/Neobisnius/Neobisnius lathrobioides_15.jpg,Rugilus,"[('Bisnius', 0.0697516), ('Lithocharis', 0.12863365), ('Rugilus', 0.34218794)]"
images_genus/Neobisnius/Neobisnius lathrobioides_16.jpg,Rugilus,"[('Bisnius', 0.06919172), ('Lithocharis', 0.13002089), ('Rugilus', 0.33767164)]"
images_genus/Neobisnius/Neobisnius lathrobioides_17.jpg,Rugilus,"[('Bisnius', 0.069705), ('Lithocharis', 0.12798864), ('Rugilus', 0.34410962)]"
images_genus/Neobisnius/Neobisnius lathrobioides_18.jpg,Rugilus,"[('Bisnius', 0.06947146), ('Lithocharis', 0.1291686), ('Rugilus', 0.34108743)]"
images_genus/Neobisnius/Neobisnius lathrobioides_19.jpg,Rugilus,"[('Bisnius', 0.069304384), ('Lithocharis', 0.12921394), ('Rugilus', 0.3391125)]"
images_genus/Neobisnius/Neobisnius lathrobioides_20.jpg,Rugilus,"[('Bisnius', 0.0697055), ('Lithocharis', 0.12798232), ('Rugilus', 0.34012502)]"
images_genus/Neobisnius/Neobisnius lathrobioides_21.jpg,Rugilus,"[('Bisnius', 0.06938073), ('Lithocharis', 0.12646338), ('Rugilus', 0.34227967)]"
images_genus/Neobisnius/Neobisnius lathrobioides_22.jpg,Rugilus,"[('Bisnius', 0.06996891), ('Lithocharis', 0.12879153), ('Rugilus', 0.3423211)]"
images_genus/Neobisnius/Neobisnius lathrobioides_23.jpg,Rugilus,"[('Bisnius', 0.06945438), ('Lithocharis', 0.12885764), ('Rugilus', 0.34142175)]"
