,Filename,Prediction1,Prediction3
828,images_genus/Lathrobium/Lathrobium brunnipes_72.jpg,Lathrobium,"[('Euryporus', 3.451107e-05), ('Tetartopeus', 0.0018048164), ('Lathrobium', 0.9980247)]"
829,images_genus/Lathrobium/Lathrobium brunnipes_73.jpg,Lathrobium,"[('Ocypus', 0.00024483004), ('Tetartopeus', 0.0013904078), ('Lathrobium', 0.99774677)]"
830,images_genus/Lathrobium/Lathrobium brunnipes_74.jpg,Lathrobium,"[('Ocypus', 5.991574e-06), ('Tetartopeus', 7.472438e-06), ('Lathrobium', 0.9999567)]"
831,images_genus/Lathrobium/Lathrobium brunnipes_75.jpg,Lathrobium,"[('Achenium', 0.00016077625), ('Tetartopeus', 0.00023603906), ('Lathrobium', 0.9986731)]"
832,images_genus/Lathrobium/Lathrobium brunnipes_76.jpg,Lathrobium,"[('Ochthephilum', 4.5275494e-05), ('Tetartopeus', 0.0010896944), ('Lathrobium', 0.99867344)]"
833,images_genus/Lathrobium/Lathrobium brunnipes_77.jpg,Lathrobium,"[('Achenium', 2.586423e-05), ('Platydracus', 5.0997078e-05), ('Lathrobium', 0.99988663)]"
834,images_genus/Lathrobium/Lathrobium brunnipes_78.jpg,Lathrobium,"[('Tasgius', 2.2268285e-05), ('Platydracus', 4.2612042e-05), ('Lathrobium', 0.9998493)]"
835,images_genus/Lathrobium/Lathrobium brunnipes_79.jpg,Lathrobium,"[('Quedius', 4.209115e-05), ('Platydracus', 0.00015228805), ('Lathrobium', 0.9996978)]"
836,images_genus/Lathrobium/Lathrobium brunnipes_80.jpg,Lathrobium,"[('Tasgius', 2.0910134e-05), ('Tetartopeus', 2.6531234e-05), ('Lathrobium', 0.9998852)]"
837,images_genus/Lathrobium/Lathrobium brunnipes_81.jpg,Lathrobium,"[('Tasgius', 0.00049071375), ('Tetartopeus', 0.0029117796), ('Lathrobium', 0.9943942)]"
838,images_genus/Lathrobium/Lathrobium brunnipes_82.jpg,Lathrobium,"[('Platydracus', 5.5787725e-05), ('Tetartopeus', 0.00029552853), ('Lathrobium', 0.99953294)]"
839,images_genus/Lathrobium/Lathrobium brunnipes_83.jpg,Lathrobium,"[('Platydracus', 0.0002037802), ('Tetartopeus', 0.00027642786), ('Lathrobium', 0.99927825)]"
840,images_genus/Lathrobium/Lathrobium brunnipes_84.jpg,Lathrobium,"[('Platydracus', 2.7672724e-05), ('Tasgius', 3.110361e-05), ('Lathrobium', 0.99984026)]"
841,images_genus/Lathrobium/Lathrobium brunnipes_85.jpg,Lathrobium,"[('Tasgius', 3.47977e-05), ('Tetartopeus', 0.00029776583), ('Lathrobium', 0.9995228)]"
842,images_genus/Lathrobium/Lathrobium brunnipes_86.jpg,Lathrobium,"[('Quedius', 0.00010082618), ('Tetartopeus', 0.00021467553), ('Lathrobium', 0.9994105)]"
843,images_genus/Lathrobium/Lathrobium dilutum_1.jpg,Lathrobium,"[('Achenium', 0.00017020335), ('Lobrathium', 0.00027881382), ('Lathrobium', 0.99891126)]"
844,images_genus/Lathrobium/Lathrobium dilutum_2.jpg,Lathrobium,"[('Medon', 0.0032415637), ('Atrecus', 0.0065789195), ('Lathrobium', 0.9748138)]"
845,images_genus/Lathrobium/Lathrobium elongatum_24.jpg,Lathrobium,"[('Achenium', 0.000102797305), ('Lobrathium', 0.0012863323), ('Lathrobium', 0.99841464)]"
846,images_genus/Lathrobium/Lathrobium elongatum_25.jpg,Lathrobium,"[('Lobrathium', 2.7595956e-05), ('Achenium', 9.653804e-05), ('Lathrobium', 0.9997764)]"
847,images_genus/Lathrobium/Lathrobium elongatum_26.jpg,Lathrobium,"[('Megalinus', 1.421171e-05), ('Achenium', 4.1407588e-05), ('Lathrobium', 0.9998697)]"
848,images_genus/Lathrobium/Lathrobium elongatum_27.jpg,Lathrobium,"[('Achenium', 5.0805873e-05), ('Platydracus', 0.00012645406), ('Lathrobium', 0.9996723)]"
849,images_genus/Lathrobium/Lathrobium elongatum_28.jpg,Lathrobium,"[('Platydracus', 1.6641452e-05), ('Achenium', 2.3821096e-05), ('Lathrobium', 0.9999175)]"
850,images_genus/Lathrobium/Lathrobium elongatum_29.jpg,Lathrobium,"[('Othius', 3.3734445e-06), ('Achenium', 1.6440052e-05), ('Lathrobium', 0.99995506)]"
851,images_genus/Lathrobium/Lathrobium elongatum_30.jpg,Lathrobium,"[('Quedius', 0.00010529399), ('Achenium', 0.00032584212), ('Lathrobium', 0.9990478)]"
852,images_genus/Lathrobium/Lathrobium elongatum_31.jpg,Lathrobium,"[('Achenium', 0.057453483), ('Atrecus', 0.08771001), ('Lathrobium', 0.78909624)]"
853,images_genus/Lathrobium/Lathrobium elongatum_32.jpg,Lathrobium,"[('Platydracus', 1.4930986e-05), ('Achenium', 2.8979246e-05), ('Lathrobium', 0.99992)]"
854,images_genus/Lathrobium/Lathrobium elongatum_33.jpg,Lathrobium,"[('Achenium', 6.749082e-06), ('Quedius', 9.579955e-06), ('Lathrobium', 0.99996376)]"
855,images_genus/Lathrobium/Lathrobium elongatum_34.jpg,Lathrobium,"[('Megalinus', 1.7706418e-05), ('Achenium', 2.2395521e-05), ('Lathrobium', 0.999943)]"
856,images_genus/Lathrobium/Lathrobium elongatum_35.jpg,Lathrobium,"[('Lobrathium', 9.986431e-06), ('Achenium', 3.443307e-05), ('Lathrobium', 0.99993503)]"
857,images_genus/Lathrobium/Lathrobium elongatum_36.jpg,Lathrobium,"[('Achenium', 1.027872e-06), ('Platydracus', 1.3619183e-06), ('Lathrobium', 0.99999547)]"
858,images_genus/Lathrobium/Lathrobium elongatum_37.jpg,Lathrobium,"[('Megalinus', 7.199325e-06), ('Achenium', 4.8773058e-05), ('Lathrobium', 0.9999207)]"
859,images_genus/Lathrobium/Lathrobium elongatum_38.jpg,Lathrobium,"[('Lobrathium', 1.0352759e-06), ('Achenium', 4.7141357e-06), ('Lathrobium', 0.9999896)]"
860,images_genus/Lathrobium/Lathrobium elongatum_39.jpg,Lathrobium,"[('Achenium', 4.6371868e-05), ('Quedius', 4.887421e-05), ('Lathrobium', 0.9998354)]"
861,images_genus/Lathrobium/Lathrobium elongatum_40.jpg,Lathrobium,"[('Achenium', 2.3052485e-06), ('Platydracus', 3.5310268e-06), ('Lathrobium', 0.9999865)]"
862,images_genus/Lathrobium/Lathrobium elongatum_41.jpg,Lathrobium,"[('Platydracus', 2.803211e-06), ('Philonthus', 3.4979003e-06), ('Lathrobium', 0.9999858)]"
863,images_genus/Lathrobium/Lathrobium elongatum_42.jpg,Lathrobium,"[('Quedius', 3.2499552e-06), ('Achenium', 6.698777e-06), ('Lathrobium', 0.99997914)]"
864,images_genus/Lathrobium/Lathrobium elongatum_43.jpg,Lathrobium,"[('Achenium', 1.0917558e-05), ('Lobrathium', 1.64492e-05), ('Lathrobium', 0.99994683)]"
865,images_genus/Lathrobium/Lathrobium elongatum_44.jpg,Lathrobium,"[('Staphylinus', 2.520005e-05), ('Achenium', 2.8158034e-05), ('Lathrobium', 0.9998698)]"
866,images_genus/Lathrobium/Lathrobium elongatum_45.jpg,Lathrobium,"[('Platydracus', 5.215405e-07), ('Achenium', 1.587362e-06), ('Lathrobium', 0.99999666)]"
867,images_genus/Lathrobium/Lathrobium elongatum_46.jpg,Lathrobium,"[('Staphylinus', 1.8206238e-06), ('Platydracus', 5.404536e-06), ('Lathrobium', 0.99998486)]"
868,images_genus/Lathrobium/Lathrobium elongatum_47.jpg,Lathrobium,"[('Staphylinus', 1.81763e-06), ('Platydracus', 1.8578843e-06), ('Lathrobium', 0.99999)]"
869,images_genus/Lathrobium/Lathrobium elongatum_48.jpg,Lathrobium,"[('Lobrathium', 4.380974e-06), ('Achenium', 7.253828e-06), ('Lathrobium', 0.999964)]"
870,images_genus/Lathrobium/Lathrobium elongatum_49.jpg,Lathrobium,"[('Platydracus', 9.290871e-06), ('Achenium', 2.988335e-05), ('Lathrobium', 0.9999199)]"
871,images_genus/Lathrobium/Lathrobium elongatum_50.jpg,Lathrobium,"[('Tetartopeus', 1.9014007e-05), ('Lobrathium', 3.6732727e-05), ('Lathrobium', 0.99988747)]"
872,images_genus/Lathrobium/Lathrobium elongatum_51.jpg,Lathrobium,"[('Staphylinus', 3.6946994e-06), ('Achenium', 5.8794913e-06), ('Lathrobium', 0.99996984)]"
873,images_genus/Lathrobium/Lathrobium elongatum_52.jpg,Lathrobium,"[('Lobrathium', 9.885772e-06), ('Achenium', 2.2759026e-05), ('Lathrobium', 0.99994004)]"
874,images_genus/Lathrobium/Lathrobium elongatum_53.jpg,Lathrobium,"[('Lobrathium', 3.5738833e-06), ('Achenium', 1.1310176e-05), ('Lathrobium', 0.9999666)]"
875,images_genus/Lathrobium/Lathrobium elongatum_54.jpg,Lathrobium,"[('Platydracus', 9.861284e-06), ('Tetartopeus', 1.2089028e-05), ('Lathrobium', 0.99993646)]"
876,images_genus/Lathrobium/Lathrobium elongatum_55.jpg,Lathrobium,"[('Lobrathium', 3.488935e-05), ('Achenium', 5.451992e-05), ('Lathrobium', 0.9997279)]"
877,images_genus/Lathrobium/Lathrobium elongatum_56.jpg,Lathrobium,"[('Achenium', 3.1204165e-06), ('Platydracus', 3.660495e-06), ('Lathrobium', 0.9999815)]"
878,images_genus/Lathrobium/Lathrobium elongatum_57.jpg,Lathrobium,"[('Platydracus', 1.434013e-05), ('Achenium', 1.5784603e-05), ('Lathrobium', 0.9999199)]"
879,images_genus/Lathrobium/Lathrobium elongatum_58.jpg,Lathrobium,"[('Tetartopeus', 5.6908007e-06), ('Achenium', 6.5272116e-06), ('Lathrobium', 0.99996626)]"
880,images_genus/Lathrobium/Lathrobium elongatum_59.jpg,Lathrobium,"[('Staphylinus', 3.5560668e-05), ('Lobrathium', 4.7616435e-05), ('Lathrobium', 0.9997453)]"
881,images_genus/Lathrobium/Lathrobium elongatum_60.jpg,Lathrobium,"[('Lobrathium', 6.324798e-06), ('Achenium', 6.6521234e-06), ('Lathrobium', 0.9999664)]"
882,images_genus/Lathrobium/Lathrobium elongatum_61.jpg,Lathrobium,"[('Platydracus', 3.4645436e-05), ('Achenium', 3.64328e-05), ('Lathrobium', 0.9998437)]"
883,images_genus/Lathrobium/Lathrobium elongatum_62.jpg,Lathrobium,"[('Lobrathium', 6.847621e-07), ('Achenium', 8.656864e-07), ('Lathrobium', 0.9999956)]"
884,images_genus/Lathrobium/Lathrobium elongatum_63.jpg,Lathrobium,"[('Staphylinus', 1.564191e-05), ('Achenium', 3.1243344e-05), ('Lathrobium', 0.99987483)]"
885,images_genus/Lathrobium/Lathrobium elongatum_64.jpg,Lathrobium,"[('Achenium', 3.4218465e-06), ('Tetartopeus', 9.389733e-06), ('Lathrobium', 0.99997115)]"
886,images_genus/Lathrobium/Lathrobium elongatum_65.jpg,Lathrobium,"[('Achenium', 7.1070346e-05), ('Lobrathium', 0.00013112667), ('Lathrobium', 0.9996124)]"
887,images_genus/Lathrobium/Lathrobium elongatum_66.jpg,Lathrobium,"[('Philonthus', 2.759681e-05), ('Platydracus', 0.00024903068), ('Lathrobium', 0.99961203)]"
888,images_genus/Lathrobium/Lathrobium elongatum_67.jpg,Lathrobium,"[('Achenium', 5.669215e-06), ('Lobrathium', 2.3537112e-05), ('Lathrobium', 0.99995494)]"
889,images_genus/Lathrobium/Lathrobium elongatum_68.jpg,Lathrobium,"[('Megalinus', 5.878747e-06), ('Achenium', 9.914962e-06), ('Lathrobium', 0.99996054)]"
890,images_genus/Lathrobium/Lathrobium elongatum_69.jpg,Lathrobium,"[('Achenium', 7.887854e-05), ('Lobrathium', 0.00013542996), ('Lathrobium', 0.99974054)]"
891,images_genus/Lathrobium/Lathrobium elongatum_70.jpg,Lathrobium,"[('Platydracus', 5.667115e-05), ('Tetartopeus', 0.0002198033), ('Lathrobium', 0.99948955)]"
892,images_genus/Lathrobium/Lathrobium elongatum_71.jpg,Lathrobium,"[('Philonthus', 5.3842243e-05), ('Tetartopeus', 0.000334247), ('Lathrobium', 0.9995065)]"
893,images_genus/Lathrobium/Lathrobium fovulum_14.jpg,Lathrobium,"[('Ochthephilum', 0.0003261848), ('Tetartopeus', 0.00044812597), ('Lathrobium', 0.9988888)]"
894,images_genus/Lathrobium/Lathrobium fovulum_15.jpg,Lathrobium,"[('Ochthephilum', 0.050868817), ('Tetartopeus', 0.06297019), ('Lathrobium', 0.8789826)]"
895,images_genus/Lathrobium/Lathrobium fovulum_16.jpg,Lathrobium,"[('Achenium', 0.0063497094), ('Quedius', 0.007221007), ('Lathrobium', 0.97407585)]"
896,images_genus/Lathrobium/Lathrobium fovulum_17.jpg,Lathrobium,"[('Quedius', 0.025469966), ('Ochthephilum', 0.33531246), ('Lathrobium', 0.58438164)]"
897,images_genus/Lathrobium/Lathrobium fovulum_18.jpg,Lathrobium,"[('Tetartopeus', 0.0004511982), ('Quedius', 0.00093230105), ('Lathrobium', 0.99729615)]"
898,images_genus/Lathrobium/Lathrobium fovulum_19.jpg,Lathrobium,"[('Ochthephilum', 0.0025205344), ('Tetartopeus', 0.012796875), ('Lathrobium', 0.9817677)]"
899,images_genus/Lathrobium/Lathrobium fovulum_20.jpg,Lathrobium,"[('Tasgius', 0.002765557), ('Tetartopeus', 0.05350523), ('Lathrobium', 0.9226132)]"
900,images_genus/Lathrobium/Lathrobium fovulum_21.jpg,Lathrobium,"[('Ochthephilum', 0.0033235387), ('Tetartopeus', 0.017231377), ('Lathrobium', 0.977408)]"
901,images_genus/Lathrobium/Lathrobium fovulum_22.jpg,Lathrobium,"[('Achenium', 0.00028985116), ('Quedius', 0.0054006497), ('Lathrobium', 0.9929079)]"
902,images_genus/Lathrobium/Lathrobium fovulum_23.jpg,Lathrobium,"[('Tetartopeus', 0.0040694783), ('Lobrathium', 0.06103112), ('Lathrobium', 0.92545897)]"
903,images_genus/Lathrobium/Lathrobium fovulum_24.jpg,Lathrobium,"[('Achenium', 0.0063978764), ('Lobrathium', 0.008567769), ('Lathrobium', 0.97822934)]"
904,images_genus/Lathrobium/Lathrobium fovulum_25.jpg,Lathrobium,"[('Othius', 0.0013675498), ('Ochthephilum', 0.0014946031), ('Lathrobium', 0.99317473)]"
905,images_genus/Lathrobium/Lathrobium fovulum_26.jpg,Lathrobium,"[('Lobrathium', 0.0028941694), ('Tetartopeus', 0.0035037007), ('Lathrobium', 0.9882167)]"
906,images_genus/Lathrobium/Lathrobium fovulum_27.jpg,Lathrobium,"[('Tasgius', 0.00042052285), ('Tetartopeus', 0.005587946), ('Lathrobium', 0.99289834)]"
907,images_genus/Lathrobium/Lathrobium fovulum_28.jpg,Lathrobium,"[('Tetartopeus', 0.00068980205), ('Lobrathium', 0.0013391477), ('Lathrobium', 0.99768937)]"
908,images_genus/Lathrobium/Lathrobium fovulum_29.jpg,Tetartopeus,"[('Ochthephilum', 4.0732025e-06), ('Lathrobium', 1.753853e-05), ('Tetartopeus', 0.99997175)]"
909,images_genus/Lathrobium/Lathrobium fovulum_30.jpg,Lathrobium,"[('Achenium', 3.0700623e-05), ('Tetartopeus', 0.00012958547), ('Lathrobium', 0.99972254)]"
910,images_genus/Lathrobium/Lathrobium fovulum_31.jpg,Lathrobium,"[('Lobrathium', 2.2345328e-05), ('Tetartopeus', 3.4309545e-05), ('Lathrobium', 0.9999232)]"
911,images_genus/Lathrobium/Lathrobium fovulum_32.jpg,Lathrobium,"[('Ochthephilum', 7.542167e-05), ('Quedius', 0.00013098854), ('Lathrobium', 0.99972385)]"
912,images_genus/Lathrobium/Lathrobium fovulum_33.jpg,Lathrobium,"[('Quedius', 7.347079e-05), ('Tetartopeus', 0.00037233805), ('Lathrobium', 0.9993486)]"
913,images_genus/Lathrobium/Lathrobium fovulum_34.jpg,Lathrobium,"[('Tetartopeus', 0.00026225488), ('Lobrathium', 0.00027114054), ('Lathrobium', 0.9986745)]"
914,images_genus/Lathrobium/Lathrobium fovulum_35.jpg,Lathrobium,"[('Ochthephilum', 4.155306e-05), ('Tetartopeus', 7.296873e-05), ('Lathrobium', 0.99974424)]"
915,images_genus/Lathrobium/Lathrobium fovulum_36.jpg,Lathrobium,"[('Tetartopeus', 2.2727685e-05), ('Lobrathium', 8.279775e-05), ('Lathrobium', 0.99981433)]"
916,images_genus/Lathrobium/Lathrobium fovulum_37.jpg,Lathrobium,"[('Tetartopeus', 0.0036240027), ('Lobrathium', 0.08526514), ('Lathrobium', 0.9032931)]"
917,images_genus/Lathrobium/Lathrobium fovulum_38.jpg,Lathrobium,"[('Lobrathium', 0.00046977962), ('Tetartopeus', 0.0052164546), ('Lathrobium', 0.9930513)]"
918,images_genus/Lathrobium/Lathrobium fovulum_39.jpg,Lathrobium,"[('Ochthephilum', 3.0550458e-05), ('Tetartopeus', 0.00018169267), ('Lathrobium', 0.99974316)]"
919,images_genus/Lathrobium/Lathrobium fovulum_40.jpg,Lathrobium,"[('Ochthephilum', 0.00015197437), ('Tetartopeus', 0.0017452876), ('Lathrobium', 0.99755573)]"
920,images_genus/Lathrobium/Lathrobium fovulum_41.jpg,Lathrobium,"[('Achenium', 0.00560389), ('Lobrathium', 0.02614658), ('Lathrobium', 0.96372044)]"
921,images_genus/Lathrobium/Lathrobium fovulum_42.jpg,Lathrobium,"[('Ochthephilum', 1.8201878e-05), ('Quedius', 8.5631356e-05), ('Lathrobium', 0.99980205)]"
922,images_genus/Lathrobium/Lathrobium fulvipenne_24.jpg,Lathrobium,"[('Platydracus', 1.9249353e-05), ('Achenium', 4.790394e-05), ('Lathrobium', 0.9998485)]"
923,images_genus/Lathrobium/Lathrobium fulvipenne_25.jpg,Lathrobium,"[('Lobrathium', 0.00039631344), ('Achenium', 0.0007217603), ('Lathrobium', 0.99831414)]"
924,images_genus/Lathrobium/Lathrobium fulvipenne_26.jpg,Lathrobium,"[('Platydracus', 9.955246e-06), ('Achenium', 1.221062e-05), ('Lathrobium', 0.99995935)]"
925,images_genus/Lathrobium/Lathrobium fulvipenne_27.jpg,Lathrobium,"[('Platydracus', 0.00012762815), ('Staphylinus', 0.00013598973), ('Lathrobium', 0.9993451)]"
926,images_genus/Lathrobium/Lathrobium fulvipenne_28.jpg,Lathrobium,"[('Achenium', 6.949886e-05), ('Lobrathium', 0.000107632186), ('Lathrobium', 0.99961615)]"
927,images_genus/Lathrobium/Lathrobium fulvipenne_29.jpg,Lathrobium,"[('Lobrathium', 2.3007937e-05), ('Achenium', 5.630667e-05), ('Lathrobium', 0.99986935)]"
928,images_genus/Lathrobium/Lathrobium fulvipenne_30.jpg,Lathrobium,"[('Achenium', 0.00068238995), ('Lobrathium', 0.0017935835), ('Lathrobium', 0.99617696)]"
929,images_genus/Lathrobium/Lathrobium fulvipenne_31.jpg,Lathrobium,"[('Tetartopeus', 0.0017453262), ('Lobrathium', 0.0066513866), ('Lathrobium', 0.98668706)]"
930,images_genus/Lathrobium/Lathrobium fulvipenne_32.jpg,Lathrobium,"[('Achenium', 9.1079564e-05), ('Lobrathium', 0.0007996007), ('Lathrobium', 0.9990588)]"
931,images_genus/Lathrobium/Lathrobium fulvipenne_33.jpg,Lathrobium,"[('Quedius', 5.667496e-06), ('Achenium', 8.687348e-06), ('Lathrobium', 0.9999807)]"
932,images_genus/Lathrobium/Lathrobium fulvipenne_34.jpg,Lathrobium,"[('Platydracus', 2.0314337e-05), ('Achenium', 4.568769e-05), ('Lathrobium', 0.9998497)]"
933,images_genus/Lathrobium/Lathrobium fulvipenne_35.jpg,Lathrobium,"[('Achenium', 5.3908152e-05), ('Lobrathium', 9.221582e-05), ('Lathrobium', 0.9997646)]"
934,images_genus/Lathrobium/Lathrobium fulvipenne_36.jpg,Lathrobium,"[('Achenium', 1.1440664e-05), ('Lobrathium', 5.7369354e-05), ('Lathrobium', 0.99988985)]"
935,images_genus/Lathrobium/Lathrobium fulvipenne_37.jpg,Lathrobium,"[('Tetartopeus', 0.0006032649), ('Lobrathium', 0.0017371627), ('Lathrobium', 0.9972063)]"
936,images_genus/Lathrobium/Lathrobium fulvipenne_38.jpg,Lathrobium,"[('Xantholinus', 8.06776e-05), ('Tetartopeus', 0.0004749737), ('Lathrobium', 0.9989907)]"
937,images_genus/Lathrobium/Lathrobium fulvipenne_39.jpg,Lathrobium,"[('Lobrathium', 0.0027448072), ('Tetartopeus', 0.030783586), ('Lathrobium', 0.9608319)]"
938,images_genus/Lathrobium/Lathrobium fulvipenne_40.jpg,Lathrobium,"[('Lobrathium', 2.2401855e-05), ('Achenium', 7.593693e-05), ('Lathrobium', 0.9997938)]"
939,images_genus/Lathrobium/Lathrobium fulvipenne_41.jpg,Lathrobium,"[('Lobrathium', 1.226148e-05), ('Platydracus', 2.2673228e-05), ('Lathrobium', 0.9999273)]"
940,images_genus/Lathrobium/Lathrobium fulvipenne_42.jpg,Lathrobium,"[('Tasgius', 0.00018515222), ('Tetartopeus', 0.00086846953), ('Lathrobium', 0.9982844)]"
941,images_genus/Lathrobium/Lathrobium fulvipenne_43.jpg,Lathrobium,"[('Platydracus', 4.051914e-05), ('Achenium', 4.5223365e-05), ('Lathrobium', 0.9996625)]"
942,images_genus/Lathrobium/Lathrobium fulvipenne_44.jpg,Lathrobium,"[('Lobrathium', 4.3601533e-05), ('Achenium', 7.952217e-05), ('Lathrobium', 0.99973625)]"
943,images_genus/Lathrobium/Lathrobium fulvipenne_45.jpg,Lathrobium,"[('Quedius', 0.0004884416), ('Platydracus', 0.0009908205), ('Lathrobium', 0.9973139)]"
944,images_genus/Lathrobium/Lathrobium fulvipenne_46.jpg,Lathrobium,"[('Achenium', 3.4293556e-05), ('Lobrathium', 5.6684614e-05), ('Lathrobium', 0.9998815)]"
945,images_genus/Lathrobium/Lathrobium fulvipenne_47.jpg,Lathrobium,"[('Lobrathium', 0.00027669818), ('Tetartopeus', 0.0013325219), ('Lathrobium', 0.99794203)]"
946,images_genus/Lathrobium/Lathrobium fulvipenne_48.jpg,Lathrobium,"[('Achenium', 1.4939105e-06), ('Tetartopeus', 1.8917659e-06), ('Lathrobium', 0.9999893)]"
947,images_genus/Lathrobium/Lathrobium fulvipenne_49.jpg,Lathrobium,"[('Achenium', 0.00057968835), ('Lobrathium', 0.00060329406), ('Lathrobium', 0.9978962)]"
948,images_genus/Lathrobium/Lathrobium fulvipenne_50.jpg,Lathrobium,"[('Lobrathium', 0.018964037), ('Xantholinus', 0.025633272), ('Lathrobium', 0.8992828)]"
949,images_genus/Lathrobium/Lathrobium fulvipenne_51.jpg,Lathrobium,"[('Othius', 4.980542e-05), ('Achenium', 0.000113096976), ('Lathrobium', 0.9996741)]"
950,images_genus/Lathrobium/Lathrobium fulvipenne_52.jpg,Lathrobium,"[('Lobrathium', 0.003576021), ('Achenium', 0.0036627585), ('Lathrobium', 0.99130696)]"
951,images_genus/Lathrobium/Lathrobium fulvipenne_53.jpg,Lathrobium,"[('Platydracus', 1.42755935e-05), ('Achenium', 2.085272e-05), ('Lathrobium', 0.99991834)]"
952,images_genus/Lathrobium/Lathrobium fulvipenne_54.jpg,Lathrobium,"[('Platydracus', 1.4398308e-06), ('Achenium', 2.5581714e-06), ('Lathrobium', 0.9999895)]"
953,images_genus/Lathrobium/Lathrobium fulvipenne_55.jpg,Lathrobium,"[('Achenium', 2.9407955e-05), ('Lobrathium', 0.0007512972), ('Lathrobium', 0.99916947)]"
954,images_genus/Lathrobium/Lathrobium fulvipenne_56.jpg,Lathrobium,"[('Achenium', 7.1952974e-07), ('Ochthephilum', 7.4652047e-07), ('Lathrobium', 0.9999949)]"
955,images_genus/Lathrobium/Lathrobium fulvipenne_57.jpg,Lathrobium,"[('Xantholinus', 0.003536748), ('Lobrathium', 0.13009693), ('Lathrobium', 0.8574802)]"
956,images_genus/Lathrobium/Lathrobium fulvipenne_58.jpg,Lathrobium,"[('Megalinus', 8.9899295e-06), ('Achenium', 7.006679e-05), ('Lathrobium', 0.9998791)]"
957,images_genus/Lathrobium/Lathrobium fulvipenne_59.jpg,Lathrobium,"[('Othius', 4.929763e-05), ('Quedius', 5.3291602e-05), ('Lathrobium', 0.9997067)]"
958,images_genus/Lathrobium/Lathrobium fulvipenne_60.jpg,Lathrobium,"[('Achenium', 7.041809e-05), ('Tetartopeus', 7.742467e-05), ('Lathrobium', 0.99941134)]"
959,images_genus/Lathrobium/Lathrobium fulvipenne_61.jpg,Lathrobium,"[('Tetartopeus', 0.00013307124), ('Lobrathium', 0.0003688294), ('Lathrobium', 0.99912626)]"
960,images_genus/Lathrobium/Lathrobium fulvipenne_62.jpg,Lathrobium,"[('Tetartopeus', 6.533413e-05), ('Lobrathium', 0.00011466573), ('Lathrobium', 0.9996613)]"
961,images_genus/Lathrobium/Lathrobium fulvipenne_63.jpg,Lathrobium,"[('Achenium', 2.8204595e-05), ('Lobrathium', 2.9509776e-05), ('Lathrobium', 0.99992657)]"
962,images_genus/Lathrobium/Lathrobium fulvipenne_64.jpg,Lathrobium,"[('Platydracus', 7.9593265e-05), ('Tetartopeus', 0.00022090608), ('Lathrobium', 0.9989976)]"
963,images_genus/Lathrobium/Lathrobium fulvipenne_65.jpg,Lathrobium,"[('Atrecus', 0.0065960586), ('Lobrathium', 0.03345747), ('Lathrobium', 0.946176)]"
964,images_genus/Lathrobium/Lathrobium fulvipenne_66.jpg,Lathrobium,"[('Tetartopeus', 8.96397e-07), ('Achenium', 1.1122198e-06), ('Lathrobium', 0.99999475)]"
965,images_genus/Lathrobium/Lathrobium fulvipenne_67.jpg,Lathrobium,"[('Lobrathium', 0.000106231615), ('Achenium', 0.00011278485), ('Lathrobium', 0.9997123)]"
966,images_genus/Lathrobium/Lathrobium fulvipenne_68.jpg,Lathrobium,"[('Tetartopeus', 1.0927502e-05), ('Lobrathium', 2.3158464e-05), ('Lathrobium', 0.9999341)]"
967,images_genus/Lathrobium/Lathrobium fulvipenne_69.jpg,Lathrobium,"[('Achenium', 0.00045476056), ('Lobrathium', 0.016506456), ('Lathrobium', 0.98138684)]"
968,images_genus/Lathrobium/Lathrobium fulvipenne_70.jpg,Lathrobium,"[('Achenium', 3.8675876e-06), ('Lobrathium', 6.942153e-06), ('Lathrobium', 0.99997866)]"
969,images_genus/Lathrobium/Lathrobium fulvipenne_71.jpg,Lathrobium,"[('Lobrathium', 0.00018886832), ('Achenium', 0.00047847527), ('Lathrobium', 0.99865484)]"
970,images_genus/Lathrobium/Lathrobium fulvipenne_72.jpg,Lathrobium,"[('Lobrathium', 8.162595e-06), ('Achenium', 4.351838e-05), ('Lathrobium', 0.99989486)]"
971,images_genus/Lathrobium/Lathrobium geminum_10.jpg,Lathrobium,"[('Platydracus', 4.739785e-06), ('Achenium', 4.7629123e-06), ('Lathrobium', 0.99997604)]"
972,images_genus/Lathrobium/Lathrobium geminum_11.jpg,Lathrobium,"[('Quedius', 2.4490639e-05), ('Achenium', 5.8789334e-05), ('Lathrobium', 0.9998535)]"
973,images_genus/Lathrobium/Lathrobium geminum_12.jpg,Lathrobium,"[('Atrecus', 0.06107058), ('Achenium', 0.20103718), ('Lathrobium', 0.7060583)]"
974,images_genus/Lathrobium/Lathrobium geminum_13.jpg,Lathrobium,"[('Lobrathium', 9.9088364e-05), ('Achenium', 0.00016766871), ('Lathrobium', 0.9995291)]"
975,images_genus/Lathrobium/Lathrobium geminum_14.jpg,Lathrobium,"[('Lobrathium', 0.00038283737), ('Achenium', 0.00052163634), ('Lathrobium', 0.9986154)]"
976,images_genus/Lathrobium/Lathrobium geminum_15.jpg,Lathrobium,"[('Achenium', 1.3723537e-05), ('Quedius', 1.5341855e-05), ('Lathrobium', 0.99992716)]"
977,images_genus/Lathrobium/Lathrobium geminum_16.jpg,Lathrobium,"[('Achenium', 0.00014279051), ('Lobrathium', 0.00023063325), ('Lathrobium', 0.9994524)]"
