predicted_genus,real_genus,filepath,correct_prediction,real_species
Philonthus,Philonthus,../../../images/cutout_species/Philonthus spinipes/Philonthus spinipes_2.jpg,True,Philonthus spinipes
Philonthus,Philonthus,../../../images/cutout_species/Philonthus spinipes/Philonthus spinipes_0.jpg,True,Philonthus spinipes
Philonthus,Philonthus,../../../images/cutout_species/Philonthus spinipes/Philonthus spinipes_5.jpg,True,Philonthus spinipes
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_6.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_28.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_176.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_101.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_147.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_144.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_183.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_4.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_112.jpg,False,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_89.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_32.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_9.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_131.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_103.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_142.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_180.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_137.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_121.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_99.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_158.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_149.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_67.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_164.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_37.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_169.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_39.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_109.jpg,False,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_54.jpg,False,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_47.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_148.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_102.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_182.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_30.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_90.jpg,False,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_42.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_18.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_111.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_134.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_88.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_62.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_92.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_60.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_51.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_120.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_48.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_80.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_17.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_33.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_138.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_106.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_73.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_22.jpg,False,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_81.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_31.jpg,True,Philonthus umbratilis
Achenium,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_140.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_96.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_7.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_0.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_71.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_20.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_132.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_174.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_66.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_78.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_23.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_160.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_36.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_59.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_177.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_105.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_135.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_151.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_16.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_27.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_65.jpg,False,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_64.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_70.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_165.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_104.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_45.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_41.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_79.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_146.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_162.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_83.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_157.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_34.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_98.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_161.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_46.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_11.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_115.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_114.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_35.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_127.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_58.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_110.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_24.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_128.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_87.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_52.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_8.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_25.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_12.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_44.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_56.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_136.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_163.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_75.jpg,False,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_2.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_82.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_133.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_179.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_122.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_49.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_77.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_154.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_178.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_43.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_123.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_152.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_57.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_153.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_38.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_117.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_21.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_166.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_181.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_85.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_53.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_50.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_167.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_76.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_108.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_84.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_130.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_5.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_69.jpg,False,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_68.jpg,False,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_173.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_72.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_94.jpg,False,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_1.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_125.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_91.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_116.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_40.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_95.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_150.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_141.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_86.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_143.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_118.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_107.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_100.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_155.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_63.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_74.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_124.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_55.jpg,False,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_170.jpg,False,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_97.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_26.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_3.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_139.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_171.jpg,True,Philonthus umbratilis
Achenium,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_119.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_14.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_15.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_126.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_175.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_113.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_159.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_145.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_19.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_172.jpg,False,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_13.jpg,False,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_129.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_93.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_29.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_156.jpg,False,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_168.jpg,True,Philonthus umbratilis
Philonthus,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_10.jpg,True,Philonthus umbratilis
Bisnius,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_61.jpg,False,Philonthus umbratilis
Platydracus,Platydracus,../../../images/cutout_species/Platydracus chalcocephalus/Platydracus chalcocephalus_3.jpg,True,Platydracus chalcocephalus
Staphylinus,Platydracus,../../../images/cutout_species/Platydracus chalcocephalus/Platydracus chalcocephalus_4.jpg,False,Platydracus chalcocephalus
Staphylinus,Platydracus,../../../images/cutout_species/Platydracus chalcocephalus/Platydracus chalcocephalus_6.jpg,False,Platydracus chalcocephalus
Staphylinus,Platydracus,../../../images/cutout_species/Platydracus chalcocephalus/Platydracus chalcocephalus_2.jpg,False,Platydracus chalcocephalus
Staphylinus,Platydracus,../../../images/cutout_species/Platydracus chalcocephalus/Platydracus chalcocephalus_7.jpg,False,Platydracus chalcocephalus
Platydracus,Platydracus,../../../images/cutout_species/Platydracus chalcocephalus/Platydracus chalcocephalus_1.jpg,True,Platydracus chalcocephalus
Staphylinus,Platydracus,../../../images/cutout_species/Platydracus chalcocephalus/Platydracus chalcocephalus_5.jpg,False,Platydracus chalcocephalus
Platydracus,Platydracus,../../../images/cutout_species/Platydracus chalcocephalus/Platydracus chalcocephalus_0.jpg,True,Platydracus chalcocephalus
Staphylinus,Platydracus,../../../images/cutout_species/Platydracus chalcocephalus/Platydracus chalcocephalus_8.jpg,False,Platydracus chalcocephalus
Quedius,Quedius,../../../images/cutout_species/Quedius invreae/Quedius invreae_3.jpg,True,Quedius invreae
Quedius,Quedius,../../../images/cutout_species/Quedius invreae/Quedius invreae_5.jpg,True,Quedius invreae
Quedius,Quedius,../../../images/cutout_species/Quedius invreae/Quedius invreae_6.jpg,True,Quedius invreae
Quedius,Quedius,../../../images/cutout_species/Quedius invreae/Quedius invreae_4.jpg,True,Quedius invreae
Quedius,Quedius,../../../images/cutout_species/Quedius invreae/Quedius invreae_0.jpg,True,Quedius invreae
Quedius,Quedius,../../../images/cutout_species/Quedius invreae/Quedius invreae_7.jpg,True,Quedius invreae
Quedius,Quedius,../../../images/cutout_species/Quedius invreae/Quedius invreae_1.jpg,True,Quedius invreae
Quedius,Quedius,../../../images/cutout_species/Quedius invreae/Quedius invreae_2.jpg,True,Quedius invreae
Quedius,Quedius,../../../images/cutout_species/Quedius invreae/Quedius invreae_8.jpg,True,Quedius invreae
Quedius,Quedius,../../../images/cutout_species/Quedius nemoralis/Quedius nemoralis_3.jpg,True,Quedius nemoralis
Quedius,Quedius,../../../images/cutout_species/Quedius nemoralis/Quedius nemoralis_5.jpg,True,Quedius nemoralis
Quedius,Quedius,../../../images/cutout_species/Quedius nemoralis/Quedius nemoralis_7.jpg,True,Quedius nemoralis
Quedius,Quedius,../../../images/cutout_species/Quedius nemoralis/Quedius nemoralis_1.jpg,True,Quedius nemoralis
Quedius,Quedius,../../../images/cutout_species/Quedius nemoralis/Quedius nemoralis_2.jpg,True,Quedius nemoralis
Quedius,Quedius,../../../images/cutout_species/Quedius nemoralis/Quedius nemoralis_8.jpg,True,Quedius nemoralis
Quedius,Quedius,../../../images/cutout_species/Quedius nemoralis/Quedius nemoralis_4.jpg,True,Quedius nemoralis
Quedius,Quedius,../../../images/cutout_species/Quedius nemoralis/Quedius nemoralis_0.jpg,True,Quedius nemoralis
Quedius,Quedius,../../../images/cutout_species/Quedius nemoralis/Quedius nemoralis_6.jpg,True,Quedius nemoralis
Rugilus,Rugilus,../../../images/cutout_species/Rugilus geniculatus/Rugilus geniculatus_0.jpg,True,Rugilus geniculatus
Rugilus,Rugilus,../../../images/cutout_species/Rugilus similis/Rugilus similis_3.jpg,True,Rugilus similis
Rugilus,Rugilus,../../../images/cutout_species/Rugilus similis/Rugilus similis_6.jpg,True,Rugilus similis
Rugilus,Rugilus,../../../images/cutout_species/Rugilus similis/Rugilus similis_4.jpg,True,Rugilus similis
Rugilus,Rugilus,../../../images/cutout_species/Rugilus similis/Rugilus similis_8.jpg,True,Rugilus similis
Rugilus,Rugilus,../../../images/cutout_species/Rugilus similis/Rugilus similis_7.jpg,True,Rugilus similis
