,Filename,Label,Prediction1,Prediction3a,Prediction3a_prob,Prediction3b,Prediction3b_prob,Prediction3c,Prediction3c_prob
747,images_species/Quedius fuliginosus/Quedius fuliginosus_44.jpg,Quedius fuliginosus,Quedius fuliginosus,Philonthus rectangulus,0.0001028311,Heterothops quadripunctulus,0.0011253883,Quedius fuliginosus,0.9987153
748,images_species/Quedius fuliginosus/Quedius fuliginosus_49.jpg,Quedius fuliginosus,Quedius fuliginosus,Paederidus ruficollis,9.405519e-05,Philonthus rectangulus,0.0001211824,Quedius fuliginosus,0.99976975
749,images_species/Quedius fuliginosus/Quedius fuliginosus_57.jpg,Quedius fuliginosus,Quedius fuliginosus,Heterothops quadripunctulus,0.00010034912,Philonthus rectangulus,0.00024942987,Quedius fuliginosus,0.9996153
750,images_species/Quedius fuliginosus/Quedius fuliginosus_61.jpg,Quedius fuliginosus,Quedius fuliginosus,Paederidus ruficollis,4.446863e-05,Philonthus rectangulus,0.00058243994,Quedius fuliginosus,0.99936
751,images_species/Quedius fuliginosus/Quedius fuliginosus_62.jpg,Quedius fuliginosus,Quedius fuliginosus,Paederidus ruficollis,2.2109568e-06,Philonthus rectangulus,4.4005217e-05,Quedius fuliginosus,0.9999523
752,images_species/Quedius fuliginosus/Quedius fuliginosus_63.jpg,Quedius fuliginosus,Quedius fuliginosus,Philonthus carbonarius,0.00031554076,Philonthus rectangulus,0.008087522,Quedius fuliginosus,0.99108255
753,images_species/Quedius fuliginosus/Quedius fuliginosus_66.jpg,Quedius fuliginosus,Quedius fuliginosus,Paederidus ruficollis,4.8941474e-06,Philonthus rectangulus,8.965533e-06,Quedius fuliginosus,0.9999856
754,images_species/Quedius fuliginosus/Quedius fuliginosus_72.jpg,Quedius fuliginosus,Quedius fuliginosus,Paederidus ruficollis,8.281239e-05,Philonthus rectangulus,0.0013265774,Quedius fuliginosus,0.99857867
755,images_species/Tetartopeus terminatus/Tetartopeus terminatus_100.jpg,Tetartopeus terminatus,Platydracus fulvipes,Ochthephilum fracticorne,0.0037481585,Bisnius subuliformis,0.028714513,Platydracus fulvipes,0.9661044
756,images_species/Tetartopeus terminatus/Tetartopeus terminatus_104.jpg,Tetartopeus terminatus,Platydracus fulvipes,Quedius levicollis,2.117748e-07,Bisnius subuliformis,4.4744863e-07,Platydracus fulvipes,0.99999917
757,images_species/Tetartopeus terminatus/Tetartopeus terminatus_107.jpg,Tetartopeus terminatus,Platydracus fulvipes,Bisnius subuliformis,1.495169e-07,Ochthephilum fracticorne,3.4593977e-06,Platydracus fulvipes,0.9999963
758,images_species/Tetartopeus terminatus/Tetartopeus terminatus_126.jpg,Tetartopeus terminatus,Platydracus fulvipes,Bisnius subuliformis,5.165704e-08,Ochthephilum fracticorne,3.058097e-07,Platydracus fulvipes,0.9999995
759,images_species/Tetartopeus terminatus/Tetartopeus terminatus_129.jpg,Tetartopeus terminatus,Platydracus fulvipes,Philonthus carbonarius,3.4385175e-06,Ocypus ophthalmicus,3.8715925e-06,Platydracus fulvipes,0.99998665
760,images_species/Tetartopeus terminatus/Tetartopeus terminatus_134.jpg,Tetartopeus terminatus,Platydracus fulvipes,Bisnius subuliformis,4.578147e-07,Ochthephilum fracticorne,6.4739606e-07,Platydracus fulvipes,0.99999857
761,images_species/Tetartopeus terminatus/Tetartopeus terminatus_135.jpg,Tetartopeus terminatus,Platydracus fulvipes,Philonthus carbonarius,4.2967346e-07,Heterothops praevius,5.11805e-07,Platydracus fulvipes,0.999997
762,images_species/Tetartopeus terminatus/Tetartopeus terminatus_136.jpg,Tetartopeus terminatus,Platydracus fulvipes,Quedius levicollis,0.0010248647,Bisnius subuliformis,0.00950156,Platydracus fulvipes,0.9893769
763,images_species/Tetartopeus terminatus/Tetartopeus terminatus_141.jpg,Tetartopeus terminatus,Platydracus fulvipes,Ochthephilum fracticorne,0.00020742744,Bisnius subuliformis,0.0040333513,Platydracus fulvipes,0.9956086
764,images_species/Tetartopeus terminatus/Tetartopeus terminatus_145.jpg,Tetartopeus terminatus,Platydracus fulvipes,Bisnius subuliformis,4.9792374e-07,Ochthephilum fracticorne,6.2328917e-07,Platydracus fulvipes,0.99999857
765,images_species/Tetartopeus terminatus/Tetartopeus terminatus_150.jpg,Tetartopeus terminatus,Platydracus fulvipes,Philonthus carbonarius,2.020327e-06,Bisnius subuliformis,2.4183759e-05,Platydracus fulvipes,0.9999696
766,images_species/Tetartopeus terminatus/Tetartopeus terminatus_152.jpg,Tetartopeus terminatus,Platydracus fulvipes,Bisnius subuliformis,3.5076002e-06,Ochthephilum fracticorne,1.7639484e-05,Platydracus fulvipes,0.99997795
767,images_species/Tetartopeus terminatus/Tetartopeus terminatus_160.jpg,Tetartopeus terminatus,Platydracus fulvipes,Ochthephilum fracticorne,3.0155213e-08,Xantholinus dvoraki,3.9466126e-08,Platydracus fulvipes,0.9999999
768,images_species/Tetartopeus terminatus/Tetartopeus terminatus_164.jpg,Tetartopeus terminatus,Platydracus fulvipes,Ochthephilum fracticorne,1.6604889e-07,Quedius semiaeneus,2.5548553e-07,Platydracus fulvipes,0.9999994
769,images_species/Tetartopeus terminatus/Tetartopeus terminatus_165.jpg,Tetartopeus terminatus,Platydracus fulvipes,Quedius semiaeneus,2.8495623e-07,Bisnius subuliformis,2.7644376e-06,Platydracus fulvipes,0.9999964
770,images_species/Tetartopeus terminatus/Tetartopeus terminatus_166.jpg,Tetartopeus terminatus,Platydracus fulvipes,Philonthus carbonarius,7.454264e-05,Ochthephilum fracticorne,9.0873335e-05,Platydracus fulvipes,0.99966407
771,images_species/Tetartopeus terminatus/Tetartopeus terminatus_168.jpg,Tetartopeus terminatus,Platydracus fulvipes,Quedius semiaeneus,2.6284995e-06,Philonthus carbonarius,5.7765565e-06,Platydracus fulvipes,0.9999856
772,images_species/Tetartopeus terminatus/Tetartopeus terminatus_174.jpg,Tetartopeus terminatus,Platydracus fulvipes,Ochthephilum fracticorne,2.7049698e-06,Bisnius subuliformis,1.5886186e-05,Platydracus fulvipes,0.99997854
773,images_species/Tetartopeus terminatus/Tetartopeus terminatus_179.jpg,Tetartopeus terminatus,Platydracus fulvipes,Quedius semiaeneus,6.2870845e-06,Ochthephilum fracticorne,4.0672934e-05,Platydracus fulvipes,0.9999404
774,images_species/Tetartopeus terminatus/Tetartopeus terminatus_186.jpg,Tetartopeus terminatus,Platydracus fulvipes,Quedius levicollis,8.612156e-08,Ocypus ophthalmicus,1.13380764e-07,Platydracus fulvipes,0.99999964
775,images_species/Tetartopeus terminatus/Tetartopeus terminatus_190.jpg,Tetartopeus terminatus,Platydracus fulvipes,Bisnius subuliformis,9.716042e-07,Ochthephilum fracticorne,7.977399e-06,Platydracus fulvipes,0.99998975
776,images_species/Tetartopeus terminatus/Tetartopeus terminatus_194.jpg,Tetartopeus terminatus,Platydracus fulvipes,Quedius semiaeneus,1.9365282e-06,Ochthephilum fracticorne,2.6851705e-05,Platydracus fulvipes,0.9999653
777,images_species/Tetartopeus terminatus/Tetartopeus terminatus_195.jpg,Tetartopeus terminatus,Platydracus fulvipes,Ochthephilum fracticorne,5.6767673e-05,Philonthus carbonarius,0.00034935097,Platydracus fulvipes,0.999408
778,images_species/Tetartopeus terminatus/Tetartopeus terminatus_196.jpg,Tetartopeus terminatus,Platydracus fulvipes,Ochthephilum fracticorne,0.00512164,Bisnius subuliformis,0.17650005,Platydracus fulvipes,0.8148494
779,images_species/Tetartopeus terminatus/Tetartopeus terminatus_201.jpg,Tetartopeus terminatus,Platydracus fulvipes,Bisnius subuliformis,7.118948e-07,Ochthephilum fracticorne,1.3131126e-06,Platydracus fulvipes,0.9999969
780,images_species/Tetartopeus terminatus/Tetartopeus terminatus_212.jpg,Tetartopeus terminatus,Platydracus fulvipes,Ochthephilum fracticorne,5.1998295e-08,Bisnius subuliformis,1.015095e-07,Platydracus fulvipes,0.99999976
781,images_species/Tetartopeus terminatus/Tetartopeus terminatus_217.jpg,Tetartopeus terminatus,Platydracus fulvipes,Ochthephilum fracticorne,0.0004791882,Bisnius subuliformis,0.02002996,Platydracus fulvipes,0.97943866
782,images_species/Tetartopeus terminatus/Tetartopeus terminatus_218.jpg,Tetartopeus terminatus,Platydracus fulvipes,Ochthephilum fracticorne,3.662315e-05,Bisnius subuliformis,0.0014399625,Platydracus fulvipes,0.9985043
783,images_species/Tetartopeus terminatus/Tetartopeus terminatus_22.jpg,Tetartopeus terminatus,Platydracus fulvipes,Philonthus carbonarius,0.00013277841,Bisnius subuliformis,0.00017285212,Platydracus fulvipes,0.99966955
784,images_species/Tetartopeus terminatus/Tetartopeus terminatus_37.jpg,Tetartopeus terminatus,Platydracus fulvipes,Quedius semiaeneus,3.7064492e-06,Bisnius subuliformis,2.2458627e-05,Platydracus fulvipes,0.9999635
785,images_species/Tetartopeus terminatus/Tetartopeus terminatus_42.jpg,Tetartopeus terminatus,Platydracus fulvipes,Quedius levicollis,6.952715e-08,Heterothops quadripunctulus,9.811335e-08,Platydracus fulvipes,0.99999976
786,images_species/Tetartopeus terminatus/Tetartopeus terminatus_45.jpg,Tetartopeus terminatus,Platydracus fulvipes,Bisnius subuliformis,3.4806985e-07,Philonthus carbonarius,1.984651e-06,Platydracus fulvipes,0.9999975
787,images_species/Tetartopeus terminatus/Tetartopeus terminatus_46.jpg,Tetartopeus terminatus,Platydracus fulvipes,Bisnius subuliformis,1.1429133e-05,Ochthephilum fracticorne,1.16207475e-05,Platydracus fulvipes,0.9999734
788,images_species/Tetartopeus terminatus/Tetartopeus terminatus_65.jpg,Tetartopeus terminatus,Platydracus fulvipes,Philonthus carbonarius,5.871672e-07,Bisnius subuliformis,8.509507e-06,Platydracus fulvipes,0.99999
789,images_species/Tetartopeus terminatus/Tetartopeus terminatus_69.jpg,Tetartopeus terminatus,Platydracus fulvipes,Bisnius subuliformis,9.715419e-05,Ochthephilum fracticorne,0.00021591096,Platydracus fulvipes,0.999587
790,images_species/Tetartopeus terminatus/Tetartopeus terminatus_71.jpg,Tetartopeus terminatus,Platydracus fulvipes,Quedius levicollis,0.0009435265,Bisnius subuliformis,0.0013584604,Platydracus fulvipes,0.9976872
791,images_species/Tetartopeus terminatus/Tetartopeus terminatus_73.jpg,Tetartopeus terminatus,Platydracus fulvipes,Bisnius subuliformis,1.2657437e-05,Ochthephilum fracticorne,1.31192555e-05,Platydracus fulvipes,0.9999732
792,images_species/Tetartopeus terminatus/Tetartopeus terminatus_79.jpg,Tetartopeus terminatus,Platydracus fulvipes,Ochthephilum fracticorne,1.9216614e-05,Bisnius subuliformis,0.0044369106,Platydracus fulvipes,0.99553645
793,images_species/Tetartopeus terminatus/Tetartopeus terminatus_82.jpg,Tetartopeus terminatus,Platydracus fulvipes,Ochthephilum fracticorne,1.7017679e-05,Bisnius subuliformis,0.0004954211,Platydracus fulvipes,0.9994505
794,images_species/Tetartopeus terminatus/Tetartopeus terminatus_83.jpg,Tetartopeus terminatus,Platydracus fulvipes,Philonthus carbonarius,5.9046386e-07,Ochthephilum fracticorne,2.3264292e-06,Platydracus fulvipes,0.9999963
795,images_species/Tetartopeus terminatus/Tetartopeus terminatus_86.jpg,Tetartopeus terminatus,Platydracus fulvipes,Philonthus carbonarius,6.435337e-08,Bisnius subuliformis,2.0707655e-07,Platydracus fulvipes,0.9999995
796,images_species/Tetartopeus terminatus/Tetartopeus terminatus_87.jpg,Tetartopeus terminatus,Platydracus fulvipes,Philonthus carbonarius,5.960336e-09,Bisnius subuliformis,8.156391e-09,Platydracus fulvipes,1.0
797,images_species/Tetartopeus terminatus/Tetartopeus terminatus_92.jpg,Tetartopeus terminatus,Platydracus fulvipes,Bisnius subuliformis,1.2053306e-07,Philonthus carbonarius,2.0377475e-07,Platydracus fulvipes,0.9999994
798,images_species/Tetartopeus terminatus/Tetartopeus terminatus_95.jpg,Tetartopeus terminatus,Platydracus fulvipes,Quedius levicollis,9.359473e-06,Ochthephilum fracticorne,0.014100431,Platydracus fulvipes,0.985871
799,images_species/Platydracus fulvipes/Platydracus fulvipes_13.jpg,Platydracus fulvipes,Lobrathium multipunctum,Heterothops praevius,8.6166136e-07,Pseudomedon obscurellus,9.3159804e-07,Lobrathium multipunctum,0.99999774
800,images_species/Platydracus fulvipes/Platydracus fulvipes_16.jpg,Platydracus fulvipes,Lobrathium multipunctum,Philonthus carbonarius,4.602726e-07,Heterothops praevius,6.912374e-06,Lobrathium multipunctum,0.9999924
801,images_species/Platydracus fulvipes/Platydracus fulvipes_17.jpg,Platydracus fulvipes,Lobrathium multipunctum,Heterothops praevius,1.543639e-08,Pseudomedon obscurellus,5.95552e-08,Lobrathium multipunctum,0.9999999
802,images_species/Platydracus fulvipes/Platydracus fulvipes_3.jpg,Platydracus fulvipes,Lobrathium multipunctum,Philonthus carbonarius,3.4252636e-05,Heterothops praevius,0.0003205237,Lobrathium multipunctum,0.99963367
803,images_species/Platydracus fulvipes/Platydracus fulvipes_33.jpg,Platydracus fulvipes,Lobrathium multipunctum,Heterothops praevius,1.1833354e-07,Pseudomedon obscurellus,1.7976682e-06,Lobrathium multipunctum,0.9999981
804,images_species/Platydracus fulvipes/Platydracus fulvipes_34.jpg,Platydracus fulvipes,Lobrathium multipunctum,Heterothops praevius,1.5144236e-07,Pseudomedon obscurellus,3.8743187e-07,Lobrathium multipunctum,0.9999994
805,images_species/Platydracus fulvipes/Platydracus fulvipes_9.jpg,Platydracus fulvipes,Lobrathium multipunctum,Philonthus carbonarius,5.1261657e-05,Heterothops praevius,0.00031091072,Lobrathium multipunctum,0.9996369
806,images_species/Philonthus cruentatus/Philonthus cruentatus_13.jpg,Philonthus cruentatus,Heterothops quadripunctulus,Ocypus ophthalmicus,5.5665573e-08,Philonthus addendus,5.0878117e-07,Heterothops quadripunctulus,0.9999993
807,images_species/Philonthus cruentatus/Philonthus cruentatus_16.jpg,Philonthus cruentatus,Heterothops quadripunctulus,Philonthus addendus,8.4952035e-06,Quedius fuliginosus,8.714994e-06,Heterothops quadripunctulus,0.9999813
808,images_species/Philonthus cruentatus/Philonthus cruentatus_27.jpg,Philonthus cruentatus,Heterothops quadripunctulus,Quedius fuliginosus,4.4829684e-07,Philonthus addendus,1.5812859e-06,Heterothops quadripunctulus,0.99999714
809,images_species/Philonthus cruentatus/Philonthus cruentatus_28.jpg,Philonthus cruentatus,Heterothops quadripunctulus,Philonthus addendus,9.806103e-07,Quedius brevicornis,5.9090617e-06,Heterothops quadripunctulus,0.99999225
810,images_species/Philonthus cruentatus/Philonthus cruentatus_29.jpg,Philonthus cruentatus,Heterothops quadripunctulus,Philonthus addendus,9.0682084e-07,Quedius brevicornis,2.789462e-06,Heterothops quadripunctulus,0.9999958
811,images_species/Philonthus cruentatus/Philonthus cruentatus_39.jpg,Philonthus cruentatus,Heterothops quadripunctulus,Quedius fuliginosus,1.1325904e-08,Philonthus addendus,2.7041693e-07,Heterothops quadripunctulus,0.99999976
812,images_species/Philonthus cruentatus/Philonthus cruentatus_6.jpg,Philonthus cruentatus,Heterothops quadripunctulus,Philonthus addendus,2.3237199e-09,Philonthus mannerheimi,3.7452956e-09,Heterothops quadripunctulus,1.0
813,images_species/Philonthus cruentatus/Philonthus cruentatus_8.jpg,Philonthus cruentatus,Heterothops quadripunctulus,Quedius fuliginosus,9.232971e-08,Quedius brevicornis,4.7111212e-07,Heterothops quadripunctulus,0.9999989
814,images_species/Quedius scintillans/Quedius scintillans_13.jpg,Quedius scintillans,Quedius fuliginosus,Philonthus addendus,4.2421044e-07,Quedius brevicornis,7.454254e-07,Quedius fuliginosus,0.99999845
815,images_species/Quedius scintillans/Quedius scintillans_22.jpg,Quedius scintillans,Quedius fuliginosus,Bisnius subuliformis,1.7594614e-08,Quedius brevicornis,1.7305102e-07,Quedius fuliginosus,0.9999999
816,images_species/Quedius scintillans/Quedius scintillans_23.jpg,Quedius scintillans,Quedius fuliginosus,Bisnius subuliformis,3.1497584e-07,Quedius brevicornis,7.978729e-06,Quedius fuliginosus,0.99999046
817,images_species/Quedius scintillans/Quedius scintillans_27.jpg,Quedius scintillans,Quedius fuliginosus,Philonthus rectangulus,1.8698172e-05,Quedius brevicornis,3.6453723e-05,Quedius fuliginosus,0.9999287
818,images_species/Quedius scintillans/Quedius scintillans_30.jpg,Quedius scintillans,Quedius fuliginosus,Quedius brevicornis,2.0833684e-05,Heterothops quadripunctulus,0.0003806845,Quedius fuliginosus,0.9995832
819,images_species/Quedius scintillans/Quedius scintillans_34.jpg,Quedius scintillans,Quedius fuliginosus,Quedius brevicornis,1.7059925e-06,Heterothops quadripunctulus,1.8557266e-06,Quedius fuliginosus,0.99999523
820,images_species/Quedius scintillans/Quedius scintillans_39.jpg,Quedius scintillans,Quedius fuliginosus,Ocypus ophthalmicus,2.8229092e-06,Philonthus lepidus,2.3726787e-05,Quedius fuliginosus,0.9999713
821,images_species/Quedius scintillans/Quedius scintillans_41.jpg,Quedius scintillans,Quedius fuliginosus,Paederus riparius,2.0816104e-07,Quedius brevicornis,7.2295785e-07,Quedius fuliginosus,0.9999987
822,images_species/Quedius scintillans/Quedius scintillans_45.jpg,Quedius scintillans,Quedius fuliginosus,Philonthus addendus,1.3225248e-07,Bisnius subuliformis,3.7225502e-07,Quedius fuliginosus,0.9999995
823,images_species/Quedius scintillans/Quedius scintillans_61.jpg,Quedius scintillans,Quedius fuliginosus,Philonthus addendus,4.1136232e-08,Quedius brevicornis,1.6104258e-07,Quedius fuliginosus,0.99999976
824,images_species/Quedius scintillans/Quedius scintillans_62.jpg,Quedius scintillans,Quedius fuliginosus,Bisnius subuliformis,1.5034383e-06,Quedius brevicornis,8.7034256e-05,Quedius fuliginosus,0.99990654
825,images_species/Quedius scintillans/Quedius scintillans_65.jpg,Quedius scintillans,Quedius fuliginosus,Philonthus addendus,1.216439e-07,Quedius brevicornis,3.3556335e-06,Quedius fuliginosus,0.99999607
826,images_species/Quedius scintillans/Quedius scintillans_73.jpg,Quedius scintillans,Quedius fuliginosus,Heterothops quadripunctulus,9.861665e-07,Quedius brevicornis,1.8384279e-06,Quedius fuliginosus,0.99999285
827,images_species/Quedius scintillans/Quedius scintillans_75.jpg,Quedius scintillans,Quedius fuliginosus,Bisnius subuliformis,2.245232e-08,Philonthus addendus,2.571608e-07,Quedius fuliginosus,0.99999976
828,images_species/Quedius scintillans/Quedius scintillans_81.jpg,Quedius scintillans,Quedius fuliginosus,Philonthus addendus,3.186852e-08,Quedius brevicornis,7.4619334e-07,Quedius fuliginosus,0.99999917
829,images_species/Quedius scintillans/Quedius scintillans_84.jpg,Quedius scintillans,Quedius fuliginosus,Philonthus addendus,5.0226186e-07,Quedius brevicornis,9.972183e-05,Quedius fuliginosus,0.9998983
830,images_species/Quedius scintillans/Quedius scintillans_86.jpg,Quedius scintillans,Quedius fuliginosus,Heterothops quadripunctulus,3.6903337e-05,Quedius brevicornis,0.00017117357,Quedius fuliginosus,0.9997893
831,images_species/Quedius scintillans/Quedius scintillans_87.jpg,Quedius scintillans,Quedius fuliginosus,Bisnius subuliformis,1.5296003e-08,Quedius brevicornis,9.163574e-08,Quedius fuliginosus,0.9999999
832,images_species/Megalinus glabratus/Megalinus glabratus_16.jpg,Megalinus glabratus,Philonthus splendens,Tetartopeus terminatus,6.0618286e-06,Quedius suturalis,8.3323255e-05,Philonthus splendens,0.9999039
833,images_species/Megalinus glabratus/Megalinus glabratus_18.jpg,Megalinus glabratus,Philonthus splendens,Heterothops praevius,0.00024158611,Quedius suturalis,0.0024168857,Philonthus splendens,0.9968309
834,images_species/Megalinus glabratus/Megalinus glabratus_19.jpg,Megalinus glabratus,Philonthus splendens,Ontholestes tessellatus,0.0001823601,Quedius suturalis,0.00018706212,Philonthus splendens,0.9994017
835,images_species/Megalinus glabratus/Megalinus glabratus_30.jpg,Megalinus glabratus,Philonthus splendens,Ontholestes tessellatus,5.303236e-06,Heterothops praevius,5.618454e-06,Philonthus splendens,0.99998534
836,images_species/Megalinus glabratus/Megalinus glabratus_35.jpg,Megalinus glabratus,Philonthus splendens,Heterothops quadripunctulus,5.0122986e-07,Quedius suturalis,0.009053901,Philonthus splendens,0.99094486
837,images_species/Megalinus glabratus/Megalinus glabratus_4.jpg,Megalinus glabratus,Philonthus splendens,Heterothops praevius,1.5799022e-05,Quedius suturalis,0.00024830297,Philonthus splendens,0.99972576
838,images_species/Megalinus glabratus/Megalinus glabratus_5.jpg,Megalinus glabratus,Philonthus splendens,Heterothops praevius,0.00021990843,Quedius suturalis,0.009410746,Philonthus splendens,0.99032915
839,images_species/Heterothops niger/Heterothops niger_16.jpg,Heterothops niger,Quedius brevicornis,Quedius levicollis,4.5263658e-07,Quedius fuliginosus,1.450433e-06,Quedius brevicornis,0.99999714
840,images_species/Heterothops niger/Heterothops niger_18.jpg,Heterothops niger,Quedius brevicornis,Philonthus succicola,2.0072723e-07,Astenus immacullatus,3.95567e-07,Quedius brevicornis,0.99999917
841,images_species/Heterothops niger/Heterothops niger_21.jpg,Heterothops niger,Quedius brevicornis,Quedius levicollis,2.6239222e-06,Philonthus addendus,2.7366666e-06,Quedius brevicornis,0.99998975
842,images_species/Heterothops niger/Heterothops niger_22.jpg,Heterothops niger,Quedius brevicornis,Heterothops quadripunctulus,6.592191e-06,Philonthus addendus,6.744119e-06,Quedius brevicornis,0.9999559
843,images_species/Heterothops niger/Heterothops niger_27.jpg,Heterothops niger,Quedius brevicornis,Quedius fuliginosus,1.4811086e-05,Astenus immacullatus,2.0179934e-05,Quedius brevicornis,0.9999387
844,images_species/Heterothops niger/Heterothops niger_37.jpg,Heterothops niger,Quedius brevicornis,Philonthus succicola,2.672846e-06,Astenus immacullatus,5.412857e-06,Quedius brevicornis,0.9999888
845,images_species/Heterothops niger/Heterothops niger_43.jpg,Heterothops niger,Quedius brevicornis,Megalinus glabratus,3.8632556e-06,Heterothops binotatus,1.1585099e-05,Quedius brevicornis,0.9999728
846,images_species/Heterothops niger/Heterothops niger_6.jpg,Heterothops niger,Quedius brevicornis,Philonthus addendus,1.748573e-06,Quedius fuliginosus,5.526697e-06,Quedius brevicornis,0.99999106
847,images_species/Heterothops niger/Heterothops niger_9.jpg,Heterothops niger,Quedius brevicornis,Astenus immacullatus,0.00010296318,Heterothops quadripunctulus,0.0007299572,Quedius brevicornis,0.998901
848,images_species/Quedius lateralis/Quedius lateralis_12.jpg,Quedius lateralis,Quedius fuliginosus,Paederidus ruficollis,0.0016867368,Philonthus rectangulus,0.0018845263,Quedius fuliginosus,0.9963509
849,images_species/Quedius lateralis/Quedius lateralis_14.jpg,Quedius lateralis,Quedius fuliginosus,Paederidus ruficollis,3.6780453e-05,Philonthus rectangulus,7.0712726e-05,Quedius fuliginosus,0.9998728
850,images_species/Quedius lateralis/Quedius lateralis_22.jpg,Quedius lateralis,Quedius fuliginosus,Paederidus ruficollis,3.8164976e-06,Philonthus rectangulus,7.2934404e-06,Quedius fuliginosus,0.99998844
851,images_species/Quedius lateralis/Quedius lateralis_23.jpg,Quedius lateralis,Quedius fuliginosus,Paederidus ruficollis,1.7159819e-05,Philonthus rectangulus,2.7999748e-05,Quedius fuliginosus,0.9999527
852,images_species/Quedius lateralis/Quedius lateralis_26.jpg,Quedius lateralis,Quedius fuliginosus,Philonthus rectangulus,5.3238582e-05,Paederidus ruficollis,5.7557827e-05,Quedius fuliginosus,0.99988616
853,images_species/Quedius lateralis/Quedius lateralis_29.jpg,Quedius lateralis,Quedius fuliginosus,Philonthus rectangulus,6.9631333e-06,Paederidus ruficollis,7.650621e-06,Quedius fuliginosus,0.9999845
854,images_species/Quedius lateralis/Quedius lateralis_30.jpg,Quedius lateralis,Quedius fuliginosus,Philonthus rectangulus,2.5332547e-06,Paederidus ruficollis,6.972224e-06,Quedius fuliginosus,0.99999034
855,images_species/Quedius lateralis/Quedius lateralis_32.jpg,Quedius lateralis,Quedius fuliginosus,Philonthus rectangulus,0.0050480096,Philonthus carbonarius,0.0099980235,Quedius fuliginosus,0.98186815
856,images_species/Quedius lateralis/Quedius lateralis_54.jpg,Quedius lateralis,Quedius fuliginosus,Paederidus ruficollis,0.0006516402,Philonthus rectangulus,0.008322416,Quedius fuliginosus,0.9907934
857,images_species/Quedius lateralis/Quedius lateralis_58.jpg,Quedius lateralis,Quedius fuliginosus,Paederidus ruficollis,2.0722531e-05,Philonthus rectangulus,0.0001272268,Quedius fuliginosus,0.9998487
858,images_species/Quedius lateralis/Quedius lateralis_59.jpg,Quedius lateralis,Quedius fuliginosus,Philonthus rectangulus,6.446352e-07,Paederidus ruficollis,1.0475378e-05,Quedius fuliginosus,0.9999887
859,images_species/Quedius lateralis/Quedius lateralis_6.jpg,Quedius lateralis,Quedius fuliginosus,Philonthus rectangulus,1.3466063e-05,Paederidus ruficollis,3.6914244e-05,Quedius fuliginosus,0.9999474
860,images_species/Philonthus corruscus/Philonthus corruscus_10.jpg,Philonthus corruscus,Heterothops quadripunctulus,Quedius brevicornis,2.8359202e-07,Quedius fuliginosus,9.320705e-07,Heterothops quadripunctulus,0.99999833
861,images_species/Philonthus corruscus/Philonthus corruscus_11.jpg,Philonthus corruscus,Heterothops quadripunctulus,Philonthus addendus,3.7640148e-06,Quedius fuliginosus,9.533998e-05,Heterothops quadripunctulus,0.999899
862,images_species/Philonthus corruscus/Philonthus corruscus_13.jpg,Philonthus corruscus,Heterothops quadripunctulus,Quedius suturalis,8.9145976e-07,Quedius fuliginosus,1.1439334e-06,Heterothops quadripunctulus,0.99999726
863,images_species/Philonthus corruscus/Philonthus corruscus_8.jpg,Philonthus corruscus,Heterothops quadripunctulus,Quedius suturalis,2.9574146e-06,Philonthus addendus,2.9719388e-06,Heterothops quadripunctulus,0.99998796
864,images_species/Tasgius morsitans/Tasgius morsitans_11.jpg,Tasgius morsitans,Philonthus carbonarius,Heterothops praevius,4.65161e-06,Philonthus mannerheimi,1.0226446e-05,Philonthus carbonarius,0.9999832
865,images_species/Tasgius morsitans/Tasgius morsitans_19.jpg,Tasgius morsitans,Philonthus carbonarius,Philonthus mannerheimi,8.3933985e-05,Heterothops praevius,0.0009174577,Philonthus carbonarius,0.99899346
866,images_species/Tasgius morsitans/Tasgius morsitans_20.jpg,Tasgius morsitans,Philonthus carbonarius,Heterothops praevius,4.3742304e-05,Philonthus mannerheimi,0.005705437,Philonthus carbonarius,0.9942444
867,images_species/Tasgius morsitans/Tasgius morsitans_22.jpg,Tasgius morsitans,Philonthus carbonarius,Philonthus mannerheimi,4.810797e-05,Heterothops praevius,0.00011782503,Philonthus carbonarius,0.9998166
868,images_species/Tasgius morsitans/Tasgius morsitans_24.jpg,Tasgius morsitans,Philonthus carbonarius,Philonthus mannerheimi,1.0949493e-05,Heterothops praevius,5.8713e-05,Philonthus carbonarius,0.99992085
869,images_species/Tasgius morsitans/Tasgius morsitans_31.jpg,Tasgius morsitans,Philonthus carbonarius,Philonthus mannerheimi,8.763346e-05,Heterothops praevius,0.00026018827,Philonthus carbonarius,0.99958664
870,images_species/Tasgius morsitans/Tasgius morsitans_37.jpg,Tasgius morsitans,Philonthus carbonarius,Lobrathium multipunctum,3.6881287e-05,Heterothops praevius,0.001258999,Philonthus carbonarius,0.99867284
871,images_species/Tasgius morsitans/Tasgius morsitans_38.jpg,Tasgius morsitans,Philonthus carbonarius,Philonthus mannerheimi,7.1480235e-07,Heterothops praevius,3.4838347e-05,Philonthus carbonarius,0.99996245
872,images_species/Tasgius morsitans/Tasgius morsitans_5.jpg,Tasgius morsitans,Philonthus carbonarius,Philonthus mannerheimi,3.795556e-06,Heterothops praevius,4.8693482e-06,Philonthus carbonarius,0.9999907
873,images_species/Medon ripicola/Medon ripicola_14.jpg,Medon ripicola,Ocypus olens,Quedius scitus,2.9697483e-07,Staphylinus erythropterus,1.612266e-06,Ocypus olens,0.99999785
